linkEfficiencyInPercentage,linkEfficiencyRounded,numberOfLinks
100.00000000000126,100,12
100.00000000000125,100,28
100.0000000000013,100,12
100.00000000000131,100,2
100.00000000000135,100,2
100.00000000000134,100,6
68.75290486126195,69,1
46.0861348860718,46,1
100.00000000000115,100,13
100.00000000000114,100,26
100.00000000000118,100,11
8.074125416519518,8,1
19.991108685078853,20,1
100.0000000000012,100,46
100.00000000000122,100,6
0.1344113319411439,0,1
100.00000000000104,100,15
100.00000000000102,100,4
100.00000000000107,100,5
100.0000000000011,100,3
100.00000000000111,100,11
100.00000000000091,100,22
100.00000000000095,100,8
100.00000000000094,100,3
100.00000000000098,100,2
0.3107524434041687,0,1
100.000000000001,100,3
100.0000000000017,100,22
100.00000000000175,100,3
100.00000000000173,100,1
100.00000000000178,100,17
3.223300690972576,3,1
9.654562468320792,10,1
100.0000000000018,100,9
100.00000000000162,100,8
100.00000000000166,100,11
4.41992075368614,4,1
100.00000000000165,100,4
100.00000000000169,100,1
3.2110138881758608,3,1
100.00000000000149,100,4
88.86460159715668,89,1
100.0000000000015,100,1
100.00000000000155,100,35
94.92644918806991,95,1
100.00000000000153,100,7
100.00000000000158,100,5
100.00000000000138,100,7
100.00000000000139,100,7
99.99999999988499,100,4
100.00000000000142,100,5
100.00000000000146,100,6
100.00000000000145,100,10
100.00000000000036,100,5
100.00000000000038,100,9
100.0000000000004,100,10
100.00000000000044,100,6
100.00000000000024,100,3
100.00000000000023,100,18
100.00000000000027,100,6
11.0758741054734,11,1
100.00000000000028,100,1
100.00000000000033,100,1
100.00000000000031,100,17
100.00000000000013,100,10
100.00000000000011,100,6
100.00000000000016,100,6
100.00000000000017,100,3
100.0000000000002,100,24
100.0,100,152906
100.00000000000004,100,1
100.00000000000003,100,8033
100.00000000000007,100,9
100.00000000000009,100,2
100.0000000000008,100,20
12.61142965381076,13,1
100.00000000000084,100,9
100.00000000000082,100,7
100.00000000000087,100,4
97.96610890389857,98,1
100.00000000000088,100,10
100.00000000000068,100,14
100.00000000000071,100,2
100.00000000000075,100,14
77.95739949828547,78,1
100.00000000000074,100,5
2.499172383429261,2,1
100.00000000000078,100,7
100.00000000000058,100,8
100.0000000000006,100,7
100.00000000000064,100,24
100.00000000000063,100,3
0.25851704080188764,0,1
100.00000000000067,100,1
0.39111529874028705,0,1
100.00000000000047,100,2
100.00000000000048,100,33
100.00000000000051,100,2
100.00000000000055,100,10
100.00000000000054,100,7
100.00000000000308,100,1
100.00000000000307,100,4
100.00000000000311,100,2
100.00000000000313,100,2
100.00000000000317,100,8
1.708703463893065,2,1
100.00000000000315,100,3
100.00000000000297,100,1
100.00000000000296,100,8
100.000000000003,100,5
100.00000000000304,100,3
86.7007314290554,87,1
100.00000000000284,100,8
100.00000000000288,100,4
99.99999999988646,100,2
100.00000000000287,100,9
100.00000000000291,100,10
2.0165715832237487,2,1
100.00000000000293,100,8
7.736416112122731,8,1
100.00000000000273,100,1
100.00000000000277,100,4
100.00000000000276,100,3
100.0000000000028,100,6
0.586875922285669,1,1
100.0000000001192,100,2
100.00000000000281,100,7
100.00000000000352,100,1
100.00000000000355,100,3
100.0000000000036,100,34
19.16807085475975,19,1
100.00000000000358,100,9
0.5459231561276782,1,1
100.00000000000362,100,11
100.00000000000342,100,6
100.00000000000348,100,13
100.00000000000347,100,4
100.00000000000351,100,9
100.00000000000331,100,3
44.95562297210591,45,1
0.03275149059865939,0,1
100.00000000000333,100,5
96.48905502930151,96,1
100.00000000000335,100,3
100.0000000000034,100,25
100.00000000000338,100,11
96.31359449120033,96,1
100.0000000000032,100,1
100.00000000000323,100,1
79.19417840210272,79,1
100.00000000000324,100,28
1.1019394526573305,1,1
83.48826791901865,83,1
100.00000000000327,100,18
100.00000000000217,100,14
100.00000000000216,100,3
100.0000000000022,100,2
100.00000000000222,100,26
99.99999999988582,100,2
0.11161217983253317,0,1
100.00000000000226,100,6
100.00000000000225,100,14
100.00000000000206,100,5
0.6717058952762373,1,1
