TravelTimeMode\Hour,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
mixed_mode,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.65349682107176,69.94335161964473,75.5172822617419,97.12831241283125,84.10623620309052,77.548407960199,73.32657777777779,70.63855105105105,79.46232323232323,82.38475289169295,72.93658585858586,69.40125868055556,77.70243902439024
ride_hail,0.0,0.0,0.0,0.0,0.0,0.0,22.27916666666667,17.74180555555556,20.69629120879121,15.038151041666667,14.779931972789116,14.240308370044053,18.044593253968255,13.562391304347825,15.067350746268657,18.052567975830815,15.84874213836478,21.31454707719768,20.899554367201425,17.944621513944224,22.066666666666666
walk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.903225806451616,60.855308219178085,39.79634146341463,48.900601956358166,62.61808873720136,49.261862745098036,79.74993961352656,53.8093137254902,52.98103543743078,43.30423850574713,45.17162260489935,50.35394477317555,59.29818897637795,57.99595959595959,66.65,350.9
walk_transit,0.0,0.0,0.0,0.0,0.0,0.0,9.033333333333333,24.209827760891592,28.239604635310155,30.512929061784895,28.574869109947645,28.863340724316334,30.88193445243805,30.9887984496124,28.47526636225266,29.81562759767249,28.49152744630072,26.641083765112263,30.530176336746305,27.575813953488375,29.834920634920632,36.67142857142857
