Revenue,Hour
0.0,0
0.0,1
0.0,2
0.0,3
0.0,4
0.0,5
61.3,6
5450.66,7
9649.79,8
1453.95,9
3016.91,10
2338.21,11
3981.73,12
2145.11,13
2872.94,14
4075.15,15
4965.05,16
17697.59,17
7238.9,18
2298.98,19
1225.1,20
0.0,21
0.0,22
0.0,23
0.0,24
0.0,25
0.0,26
0.0,27
0.0,28
0.0,29
0.0,30

