Modes,Bin_0,Bin_1,Bin_2,Bin_3,Bin_4,Bin_5,Bin_6,Bin_7,Bin_8,Bin_9,Bin_10,Bin_11,Bin_12,Bin_13,Bin_14,Bin_15,Bin_16,Bin_17,Bin_18,Bin_19,Bin_20,Bin_21,Bin_22,Bin_23,Bin_24,Bin_25,Bin_26,Bin_27,
bus,0,0,0,0,0,9.744710215946077E7,7.594408244786824E9,1.0662470475351376E10,1.083039031245921E10,1.0746430393905293E10,9.157038435684145E9,7.559483971020826E9,7.559483971020826E9,7.559483971020826E9,7.559483971020826E9,7.559483971020826E9,7.559483971020826E9,9.148875929241976E9,1.0746430393905293E10,1.0648983291745832E10,8.768370804963945E9,7.170816340300631E9,1.5544676844551606E9,0,0,0,0,0,
car,0,0,0,0,0,0,0,1.3723451759056088E7,2.0482585948202989E8,1.2735408948753104E7,1.4596362946069354E7,2374672.625887444,1.706197190783442E7,7861013.823592221,2674143.2585950647,1.6093411572473336E7,3.109576461539548E7,2.6216658191939596E7,2.2454125427398447E7,0,0,0,0,0,0,0,0,0,
rideHail,0,0,0,0,0,0,3027784.516721927,1.7011677940197139E9,5.6456108596059E9,1.8855086603169966E9,1.4747121667870028E9,1.388668218919664E9,2.1183219179136636E9,1.5809998090752244E9,1.3016658129592776E9,1.6425582852529583E9,2.6220310672789807E9,7.030254147485149E9,8.955078614803307E9,2.347777059811889E9,1.4448142281403737E9,3.388447432472932E7,0,0,0,0,0,0,
walk,0,0,0,0,0,0,317300.0649682451,7.304984323427215E8,1.902858324356764E10,4.28295459413132E10,1.83934640962717E10,1.100354912336161E10,7.814155191023921E9,1.2017198386145157E10,1.2263539197628778E10,1.0098105925497736E10,1.3170346069940569E10,2.2142375629487637E10,5.076411435374162E10,1.5602873465276978E10,1.2172810757530203E10,1.190272455304138E9,2.617990308183056E7,0.0,0,0.0,0,0,
