Revenue,Hour
0.0,0
0.0,1
0.0,2
0.0,3
0.0,4
0.0,5
61.35,6
6188.74,7
12169.73,8
1998.72,9
3099.79,10
2853.89,11
4454.47,12
2354.72,13
3321.08,14
5415.53,15
5917.09,16
23389.79,17
8726.45,18
3979.72,19
1789.41,20
98.43,21
0.0,22
0.0,23
0.0,24
0.0,25
0.0,26
0.0,27
0.0,28
0.0,29
0.0,30

