WaitingTime(sec),Hour
0,1
0,2
0,3
0,4
0,5
0,6
916.0,7
188460.0,8
603547.0,9
37253.0,10
79734.0,11
54679.0,12
110269.0,13
50265.0,14
53745.0,15
66511.0,16
78310.0,17
934545.0,18
157192.0,19
66122.0,20
16603.0,21
2305.0,22
0,23
0,24
0,25
0,26
0,27
0,28
0,29
0,30
0,31
