Modes,Bin_0,Bin_1,Bin_2,Bin_3,Bin_4,Bin_5,Bin_6,Bin_7,Bin_8,Bin_9,Bin_10,Bin_11,Bin_12,Bin_13,Bin_14,Bin_15,Bin_16,Bin_17,Bin_18,Bin_19,Bin_20,Bin_21,Bin_22,Bin_23,Bin_24,Bin_25,Bin_26,Bin_27,
bus,0,0,0,0,0,9.744710215946077E7,7.594408244786823E9,1.0662470475351374E10,1.0830390312459211E10,1.0746430393905294E10,9.157038435684143E9,7.559483971020826E9,7.559483971020828E9,7.559483971020826E9,7.559483971020827E9,7.559483971020827E9,7.559483971020826E9,9.148875929241978E9,1.0746430393905293E10,1.0648983291745832E10,8.768370804963945E9,7.1708163403006315E9,1.5544676844551606E9,0,0,0,0,0,
car,0,0,0,0,0,0,0,2.1242300579102024E7,1.686787420293616E8,1.4083757792506043E7,1.2414652012733337E7,8924157.71859964,1.2932173561648045E7,9471705.997515982,6517928.645121661,1.4333768635640852E7,4.08758647952153E7,1.4968830938740358E7,2.3350248712636214E7,0,0,0,0,0,0,0,0,0,
rideHail,0,0,0,0,0,0,3027784.516721927,1.6774117159873972E9,6.023676883247142E9,2.5007917664766994E9,1.6316146093802564E9,1.2113299195428147E9,2.184734851498191E9,1.3235402047888215E9,1.3670730786866999E9,1.6696021295395494E9,2.6524105587009726E9,6.498346380862863E9,1.0575044259891264E10,3.1966949361838574E9,1.6500358297564778E9,8.927918610863295E7,0,0,0,0,0,0,
walk,0,0,0,0,0,0,317300.0649682451,7.301173559757824E8,1.8926507267931973E10,4.227518896418814E10,1.8355741564021038E10,1.084573574383552E10,7.791623383582285E9,1.1913515676824976E10,1.2235084919463789E10,9.920610590589174E9,1.3032296966137352E10,2.184454856373328E10,4.966751512077148E10,1.5226823649117085E10,1.185082716549549E10,1.0570187511523117E9,1.5701715548188584E7,0.0,0,0.0,0,0,
