WaitingTime(sec),Hour
0,1
0,2
0,3
0,4
0,5
0,6
916.0,7
163952.0,8
385445.0,9
32860.0,10
48899.0,11
43461.0,12
100394.0,13
42464.0,14
49834.0,15
62457.0,16
68650.0,17
499676.0,18
138107.0,19
64721.0,20
12431.0,21
1844.0,22
0,23
0,24
0,25
0,26
0,27
0,28
0,29
0,30
0,31
