Modes,Bin_0,Bin_1,Bin_2,Bin_3,Bin_4,Bin_5,Bin_6,Bin_7,Bin_8,Bin_9,Bin_10,Bin_11,Bin_12,Bin_13,Bin_14,Bin_15,Bin_16,Bin_17,Bin_18,Bin_19,Bin_20,Bin_21,Bin_22,Bin_23,Bin_24,Bin_25,Bin_26,Bin_27,
bus,0,0,0,0,0,9.744710215946077E7,7.594408244786823E9,1.0662470475351372E10,1.0830390312459211E10,1.0746430393905294E10,9.157038435684145E9,7.559483971020826E9,7.559483971020826E9,7.559483971020826E9,7.559483971020827E9,7.559483971020826E9,7.559483971020824E9,9.14887592924198E9,1.0746430393905293E10,1.0648983291745832E10,8.768370804963943E9,7.170816340300631E9,1.5544676844551606E9,0,0,0,0,0,
car,0,0,0,0,0,0,0,2.2423690285008207E7,1.1054945531943614E9,4515208.939024602,1.0239000722112998E7,9114084.667781942,1.6061647654550832E7,8770300.144285083,3468981.2646248736,2.530116023442116E7,4.169507574662014E7,2.4242906239393227E7,1.5397881184582068E7,0,0,0,0,0,0,0,0,0,
rideHail,0,0,0,0,0,0,3027784.516721927,1.74535068096578E9,7.387031567368047E9,1.9841215855799928E9,1.5935996549839864E9,1.3722989892170124E9,2.3416020104032454E9,1.2332573213410466E9,1.5837605341969776E9,1.7869385674479878E9,2.8767746744614673E9,8.800389285872608E9,8.421197653343043E9,3.0226633212111206E9,1.5178631904623892E9,0,0,0,0,0,0,0,
walk,0,0,0,0,0,0,317300.0649682451,7.234644258427271E8,1.83133725226378E10,4.022839220099755E10,1.7827655156912525E10,1.0741467705496126E10,7.629212464759703E9,1.1613261099415863E10,1.2086644448780901E10,9.822170276047934E9,1.2534180487075266E10,2.1261598102211433E10,4.729932743498818E10,1.3279427013123955E10,1.1185191876346601E10,1.038155667375942E9,1869081.1932243353,0.0,0,0.0,0,0,
