linkEfficiencyInPercentage,linkEfficiencyRounded,numberOfLinks
100.00000000000126,100,8
100.00000000000125,100,35
100.0000000000013,100,11
3.1920244120902934,3,1
100.00000000000131,100,1
30.89908526045251,31,1
100.00000000000135,100,1
100.00000000000134,100,5
97.32781817128745,97,1
100.00000000000115,100,7
100.00000000000114,100,25
100.00000000000118,100,5
4.794983931462981,5,1
100.0000000000012,100,40
100.00000000000122,100,9
100.00000000000104,100,8
100.00000000000102,100,4
98.64309358384565,99,1
100.00000000000107,100,4
0.3947484175260118,0,1
100.0000000000011,100,3
5.586931667371677,6,1
0.19529426348689935,0,1
71.42849878406928,71,1
100.00000000000111,100,12
100.00000000000091,100,22
26.438926702729443,26,1
100.00000000000095,100,2
100.00000000000094,100,3
1.2606662490004048,1,1
100.000000000001,100,5
100.0000000000017,100,26
100.00000000000175,100,5
100.00000000000173,100,2
100.00000000000178,100,7
100.0000000000018,100,8
1.1177393821843207,1,1
100.00000000000162,100,4
92.30822915463432,92,1
100.00000000000166,100,6
100.00000000000165,100,8
100.00000000000169,100,1
100.00000000000149,100,3
100.0000000000015,100,2
100.00000000000155,100,40
100.00000000000153,100,5
100.00000000000158,100,2
100.00000000000138,100,2
76.39968734305793,76,1
100.00000000000139,100,5
0.08086295830491075,0,1
100.00000000000142,100,8
100.00000000000146,100,7
100.00000000000145,100,8
100.00000000000036,100,5
0.15259860682581222,0,1
100.00000000000038,100,13
100.0000000000004,100,9
100.00000000000044,100,4
100.00000000000024,100,1
100.00000000000023,100,15
100.00000000000027,100,8
100.00000000000028,100,1
100.00000000000033,100,1
100.00000000000031,100,14
100.00000000000013,100,5
100.00000000000011,100,3
100.00000000000016,100,1
0.2776002934692593,0,1
0.4267109492075228,0,1
100.00000000000017,100,3
100.0000000000002,100,23
100.0,100,152968
100.00000000000004,100,1
100.00000000000003,100,8020
100.00000000000007,100,6
100.00000000000009,100,1
97.658098314897,98,1
100.0000000000008,100,16
100.00000000000084,100,14
100.00000000000082,100,5
100.00000000000087,100,1
100.00000000000088,100,8
100.00000000000068,100,10
93.78722877465252,94,1
100.00000000000071,100,2
100.00000000000075,100,15
100.00000000000074,100,5
1.0151942290983946,1,1
100.00000000000078,100,5
100.00000000000058,100,6
2.477334923541211,2,1
100.0000000000006,100,12
100.00000000000064,100,25
36.89977444655235,37,1
100.00000000000063,100,4
100.00000000000067,100,2
18.13861229296467,18,1
0.43701940973786696,0,1
100.00000000000047,100,1
67.16870542846752,67,1
100.00000000000048,100,25
100.00000000000051,100,2
100.00000000000055,100,13
100.00000000000054,100,6
100.00000000000308,100,1
14.62268724263538,15,1
100.00000000000307,100,3
0.33916643624536874,0,2
100.00000000000311,100,1
8.981479397437205,9,1
93.31015706358461,93,1
100.00000000000313,100,2
100.00000000000317,100,6
100.00000000000315,100,2
100.00000000000297,100,1
100.00000000000296,100,14
100.000000000003,100,4
100.00000000000304,100,4
98.63579060359703,99,1
100.00000000000284,100,16
100.00000000000288,100,3
100.00000000000287,100,8
100.00000000000291,100,12
100.00000000000293,100,4
100.00000000000273,100,1
100.00000000000277,100,4
100.00000000000276,100,3
100.0000000000028,100,4
100.00000000000281,100,2
100.00000000000352,100,2
100.00000000000355,100,2
100.0000000000036,100,51
100.00000000000358,100,6
89.50452476962153,90,1
100.00000000000362,100,8
100.00000000000342,100,15
15.434694739444707,15,1
100.00000000000344,100,1
100.00000000000348,100,20
100.00000000000347,100,1
100.00000000000351,100,8
51.38781993487685,51,1
0.6562848679659659,1,1
100.00000000000333,100,7
0.7038514942754264,1,1
97.96453777596604,98,1
100.00000000000335,100,2
100.0000000000034,100,19
100.00000000000338,100,11
100.0000000000032,100,1
100.00000000000323,100,3
99.9999999998868,100,1
95.28399323824569,95,1
100.00000000000324,100,25
100.00000000000327,100,18
100.00000000000217,100,12
100.00000000000216,100,2
5.122874579983657,5,1
100.00000000000222,100,19
99.99999999988582,100,1
100.00000000000226,100,5
100.00000000000225,100,18
100.00000000000206,100,7
100.00000000000205,100,6
91.35051913111684,91,1
100.00000000000209,100,6
87.81359875640203,88,1
100.0000000000021,100,4
0.3292811617949194,0,1
100.00000000000213,100,28
100.00000000000193,100,7
100.00000000000198,100,12
0.40585003215778254,0,1
100.00000000000196,100,8
100.000000000002,100,7
100.00000000000202,100,10
98.32682568988147,98,1
100.00000000000182,100,7
100.00000000000186,100,7
100.00000000000189,100,3
77.34013508312901,77,1
100.0000000000019,100,14
100.00000000000261,100,15
100.00000000000264,100,13
100.00000000000269,100,2
100.00000000000267,100,20
100.00000000000271,100,12
100.00000000000252,100,6
99.99999999988611,100,1
100.00000000000253,100,9
0.26361430866945545,0,1
100.00000000000257,100,7
100.00000000000256,100,7
100.0000000000026,100,7
90.66441019237547,91,2
25.852688267330116,26,1
87.84707191608203,88,1
100.0000000000024,100,6
37.01884354736463,37,1
100.00000000000242,100,1
100.00000000000246,100,14
100.00000000000244,100,2
100.00000000000249,100,3
100.00000000000229,100,9
100.0000000000023,100,4
100.00000000000233,100,28
100.00000000000237,100,15
100.00000000000236,100,20
100.00000000000493,100,9
95.54781869468741,96,1
100.00000000000495,100,4
100.00000000000497,100,1
100.0000000000048,100,6
100.00000000000485,100,1
100.00000000000486,100,6
100.00000000000466,100,8
100.00000000000469,100,25
100.00000000000473,100,8
0.2633968077504596,0,1
0.5255916771324206,1,1
100.00000000000455,100,1
76.93066779811285,77,1
100.00000000000459,100,4
100.00000000000458,100,2
100.00000000000462,100,6
7.64135314218253,8,1
3.752252287773159,4,1
100.00000000000465,100,7
100.00000000000536,100,2
0.02618849833147942,0,1
100.00000000000541,100,1
100.0000000000054,100,3
100.00000000000544,100,3
100.00000000000524,100,2
0.32508884852685416,0,1
19.57131510953299,20,1
2.23271496644425,2,1
100.00000000000526,100,11
100.0000000000053,100,19
100.00000000000529,100,3
100.00000000000533,100,19
1.4607481028965015,1,1
2.5341580887627306,3,1
100.00000000000514,100,6
100.00000000000517,100,3
0.4740797737271309,0,1
71.87646523616003,72,1
100.00000000000522,100,23
100.0000000000052,100,25
100.00000000000502,100,6
100.000000000005,100,14
10.917793333292607,11,1
100.00000000000504,100,4
0.2496103341506116,0,1
100.00000000000506,100,1
100.0000000000051,100,5
100.00000000000509,100,5
0.48946211719077964,0,1
66.59418718813193,67,1
100.00000000000398,100,11
100.00000000000402,100,27
100.00000000000404,100,1
8.213215849790213,8,1
100.00000000000388,100,23
100.00000000000387,100,1
100.00000000000391,100,7
98.16567638898657,98,1
100.00000000000395,100,14
0.26682621562187964,0,1
100.00000000000375,100,1
100.0000000000038,100,14
100.00000000000378,100,2
100.00000000000382,100,15
100.00000000000384,100,11
100.00000000000364,100,6
100.00000000000368,100,9
100.00000000000372,100,6
100.0000000000045,100,1
100.00000000000433,100,1
100.00000000000435,100,3
100.00000000000439,100,9
100.00000000000438,100,1
100.00000000012083,100,1
100.00000000000422,100,2
100.00000000000423,100,3
100.00000000000426,100,4
100.0000000000043,100,5
73.95638006183674,74,1
0.6508550346460807,1,1
100.0000000000041,100,1
100.00000000000414,100,14
100.00000000000415,100,1
43.371271407167946,43,1
100.00000000000418,100,3
88.38676938803636,88,1
35.086206404793224,35,1
100.00000000000671,100,2
0.15598611050038272,0,1
100.00000000000675,100,5
100.00000000000678,100,18
0.15667730008752087,0,1
100.00000000000664,100,2
11.474979934647974,11,1
100.00000000000668,100,8
100.00000000000648,100,2
100.00000000000652,100,5
9.566018420334736,10,1
96.34636748764535,96,1
100.00000000000655,100,3
100.00000000000657,100,2
98.60501382027215,99,1
100.00000000000637,100,1
100.0000000000064,100,9
0.19031504906017277,0,1
100.00000000000644,100,1
100.00000000000642,100,9
100.00000000000647,100,4
