timeBin,TAZ,outboundParkingOverheadTime,inboundParkingOverheadTime,inboundParkingOverheadCost
7,emergency,11.25,1711.0,50.0
8,emergency,3.2142857142857144,1543.4761904761904,50.0
9,emergency,0.0,643.0,50.0
10,emergency,0.0,1060.0,50.0
11,emergency,0.0,1590.0,50.0
12,emergency,0.0,1696.5,50.0
13,emergency,0.0,769.0,50.0
14,emergency,0.0,545.0,50.0
15,emergency,0.0,1287.5,50.0
16,emergency,0.0,1400.6,50.0
17,emergency,0.0,1091.0,50.0
18,emergency,0.0,1053.5,50.0
