Revenue,Hour
0.0,0
0.0,1
0.0,2
0.0,3
0.0,4
0.0,5
61.3,6
5588.21,7
9422.92,8
1631.5,9
2755.56,10
2593.87,11
4221.47,12
2160.03,13
2884.78,14
4324.38,15
5066.17,16
20193.37,17
7983.46,18
3503.37,19
1499.92,20
0.0,21
0.0,22
0.0,23
0.0,24
0.0,25
0.0,26
0.0,27
0.0,28
0.0,29
0.0,30

