Modes,Bin_0,Bin_1,Bin_2,Bin_3,Bin_4,Bin_5,Bin_6,Bin_7,Bin_8,Bin_9,Bin_10,Bin_11,Bin_12,Bin_13,Bin_14,Bin_15,Bin_16,Bin_17,Bin_18,Bin_19,Bin_20,Bin_21,Bin_22,Bin_23,Bin_24,Bin_25,Bin_26,Bin_27,
bus,0,0,0,0,0,9.744710215946077E7,7.594408244786825E9,1.0662470475351374E10,1.0830390312459211E10,1.0746430393905294E10,9.157038435684143E9,7.559483971020826E9,7.559483971020826E9,7.559483971020826E9,7.559483971020827E9,7.559483971020826E9,7.559483971020825E9,9.148875929241976E9,1.0746430393905293E10,1.0648983291745832E10,8.768370804963947E9,7.170816340300632E9,1.5544676844551606E9,0,0,0,0,0,
car,0,0,0,0,0,0,0,2.0588676982764512E7,2.0620111639926547E8,0,1.757303733509485E7,2538756.7328971126,1.321730851441956E7,1.1655508133482972E7,5289879.6057774,1.1661487196192842E7,2.7913961104363207E7,2.8430323415076904E7,2.6304787030436225E7,0,0,0,0,0,0,0,0,0,
rideHail,0,0,0,0,0,0,3027784.516721927,1.5556228834209285E9,5.842630059338194E9,1.8960488119916456E9,1.569615929245629E9,1.3635220362731628E9,2.018083125476185E9,1.5438455638532739E9,1.4341035309400864E9,1.6647122761955445E9,2.343354519823928E9,6.615572511631739E9,9.73710288507251E9,2.606524636210722E9,2.210380348724368E9,5.70091514696218E7,0,0,0,0,0,0,
walk,0,0,0,0,0,0,317300.0649682451,7.275343834371816E8,1.8980485474247868E10,4.271738326636864E10,1.8240068619581966E10,1.097497759870373E10,7.938882968607988E9,1.200997392863824E10,1.2195888026600689E10,1.0190595929819204E10,1.3209833932484282E10,2.1914393274438267E10,5.041597064592088E10,1.5543585701035845E10,1.2040364983307936E10,1.2191855281989589E9,1.2347268726866312E7,0.0,0,0.0,0,0,
