WaitingTime(sec),Hour
0,1
0,2
0,3
0,4
0,5
0,6
916.0,7
128600.0,8
381010.0,9
27871.0,10
62444.0,11
44252.0,12
122431.0,13
40409.0,14
45800.0,15
59493.0,16
78119.0,17
604894.0,18
111673.0,19
55503.0,20
6989.0,21
0,22
0,23
0,24
0,25
0,26
0,27
0,28
0,29
0,30
0,31
