timeBin,TAZ,outboundParkingOverheadTime,inboundParkingOverheadTime,inboundParkingOverheadCost
7,emergency,11.25,1814.0,50.0
8,emergency,4.5,1291.2941176470588,50.0
10,emergency,0.0,1467.5,50.0
11,emergency,0.0,0.0,0.0
12,emergency,0.0,1122.0,50.0
13,emergency,0.0,1336.0,50.0
14,emergency,0.0,1258.0,50.0
15,emergency,0.0,1860.0,50.0
16,emergency,0.0,1037.0,50.0
17,emergency,0.0,1470.3333333333333,50.0
18,emergency,0.0,1960.5,50.0
