linkEfficiencyInPercentage,linkEfficiencyRounded,numberOfLinks
100.00000000000126,100,12
100.00000000000125,100,27
100.0000000000013,100,9
100.00000000000135,100,1
100.00000000000134,100,8
100.00000000000115,100,9
100.00000000000114,100,22
100.00000000000118,100,11
100.0000000000012,100,39
2.0730262065578717,2,1
100.00000000000122,100,7
100.00000000000104,100,9
100.00000000000102,100,3
100.00000000000107,100,6
1.5326757614401922,2,1
100.0000000000011,100,1
48.674132971287996,49,1
100.00000000000111,100,12
100.00000000000091,100,16
100.00000000000095,100,4
100.00000000000094,100,3
100.00000000000098,100,2
1.6511834539453356,2,1
100.000000000001,100,4
100.0000000000017,100,28
100.00000000000175,100,5
100.00000000000173,100,1
100.00000000000178,100,11
100.0000000000018,100,14
100.00000000000162,100,4
100.00000000000166,100,11
100.00000000000165,100,9
100.00000000000169,100,3
100.00000000000149,100,4
100.0000000000015,100,1
100.00000000000155,100,38
0.05169168325754987,0,1
100.00000000000153,100,7
100.00000000000158,100,2
100.00000000000138,100,3
100.00000000000139,100,5
99.99999999988499,100,1
96.98936402891815,97,1
100.00000000000142,100,4
100.00000000000146,100,8
100.00000000000145,100,5
100.00000000000036,100,3
2.751181230863517,3,1
100.00000000000038,100,11
100.0000000000004,100,11
100.00000000000044,100,8
100.00000000000043,100,1
100.00000000000024,100,1
100.00000000000023,100,26
0.8604496165886828,1,1
100.00000000000027,100,9
100.00000000000028,100,3
100.00000000000031,100,14
100.00000000000013,100,7
100.00000000000011,100,7
100.00000000000016,100,8
100.00000000000017,100,4
100.0000000000002,100,22
100.0,100,153387
100.00000000000004,100,2
100.00000000000003,100,8069
100.00000000000007,100,7
9.734125029431995,10,1
0.6166732272720766,1,1
100.0000000000008,100,17
100.00000000000084,100,15
100.00000000000082,100,5
100.00000000000087,100,2
100.00000000000088,100,10
100.00000000000068,100,4
100.00000000000075,100,19
100.00000000000074,100,6
100.00000000000078,100,5
100.00000000000058,100,3
100.0000000000006,100,8
0.7018806010929727,1,1
100.00000000000064,100,17
0.16986623376623378,0,1
100.00000000000063,100,5
100.00000000000067,100,4
76.79469805260214,77,1
100.00000000000047,100,2
100.00000000000048,100,27
100.00000000000051,100,4
6.591932620979497,7,1
100.00000000000055,100,11
100.00000000000054,100,5
100.00000000000307,100,6
100.00000000000311,100,1
100.00000000000313,100,5
100.00000000000317,100,9
100.00000000000315,100,2
100.00000000000297,100,1
100.00000000000296,100,13
100.000000000003,100,4
100.00000000000304,100,3
100.00000000000284,100,10
100.00000000000288,100,2
99.99999999988646,100,1
100.00000000000287,100,8
2.2713042106080996,2,1
100.00000000000291,100,6
100.00000000000293,100,8
100.00000000000273,100,2
100.00000000000277,100,5
100.00000000000276,100,4
100.0000000000028,100,8
87.04242259013431,87,1
100.0000000001192,100,1
100.00000000000281,100,8
100.00000000000352,100,2
