timeBin,TAZ,outboundParkingOverheadTime,inboundParkingOverheadTime,inboundParkingOverheadCost
7,emergency,15.0,1296.0,50.0
8,emergency,3.2142857142857144,1487.0,50.0
9,emergency,0.0,578.0,50.0
10,emergency,0.0,1215.0,50.0
11,emergency,0.0,977.0,50.0
12,emergency,0.0,1923.0,50.0
13,emergency,0.0,1895.0,50.0
14,emergency,0.0,1532.0,50.0
15,emergency,0.0,1860.0,50.0
16,emergency,0.0,1504.75,50.0
17,emergency,0.0,928.0,50.0
18,emergency,0.0,994.0,50.0
19,emergency,0.0,2404.0,50.0
