WaitingTime(sec),Hour
0,1
0,2
0,3
0,4
0,5
0,6
916.0,7
198831.0,8
510164.0,9
30768.0,10
55977.0,11
43601.0,12
88541.0,13
44492.0,14
53643.0,15
71118.0,16
70638.0,17
573075.0,18
137715.0,19
57158.0,20
13452.0,21
0,22
0,23
0,24
0,25
0,26
0,27
0,28
0,29
0,30
0,31
