Modes,Bin_0,Bin_1,Bin_2,Bin_3,Bin_4,Bin_5,Bin_6,Bin_7,Bin_8,Bin_9,Bin_10,Bin_11,Bin_12,Bin_13,Bin_14,Bin_15,Bin_16,Bin_17,Bin_18,Bin_19,Bin_20,Bin_21,Bin_22,Bin_23,Bin_24,Bin_25,Bin_26,Bin_27,
bus,0,0,0,0,0,9.744710215946077E7,7.594408244786825E9,1.0662470475351372E10,1.0830390312459213E10,1.0746430393905294E10,9.157038435684145E9,7.559483971020826E9,7.559483971020828E9,7.559483971020826E9,7.559483971020827E9,7.559483971020826E9,7.559483971020825E9,9.148875929241978E9,1.0746430393905293E10,1.0648983291745832E10,8.768370804963943E9,7.170816340300632E9,1.5544676844551606E9,0,0,0,0,0,
car,0,0,0,0,0,0,0,1.5304752648410605E7,2.5068236515525845E8,8771350.876852568,6495224.1812192295,8010110.420037337,1.885087342995044E7,1.3657917210704144E7,5688340.601427045,1.1661487196192842E7,3.8384906493418336E7,1.8468855094116542E7,2.6509179833791565E7,2.2501622730879437E7,0,0,0,0,0,0,0,0,
rideHail,0,0,0,0,0,0,3027784.516721927,1.5878541087479682E9,6.616557621717777E9,3.077829818976296E9,1.8198968464427915E9,1.4354480501162732E9,2.1422020550885062E9,1.6315173493492522E9,1.5078068811505284E9,1.8659679504411414E9,2.95572492238635E9,7.959289831190573E9,1.024806694878993E10,4.006297331508667E9,1.9000590059887972E9,5.337475362782395E7,0,0,0,0,0,0,
walk,0,0,0,0,0,0,317300.0649682451,7.259021828959085E8,1.8391486653700478E10,4.137743497751332E10,1.8177401045926292E10,1.078485180657529E10,7.795620554039467E9,1.1822733187904858E10,1.2281691691920427E10,9.97694332239622E9,1.2644891371354723E10,2.1477783428112717E10,4.8005945798368866E10,1.4234248023532614E10,1.1391124453959715E10,1.0890926098576312E9,1.2347268726866312E7,0.0,0,0.0,0,0,
