timeBin,TAZ,avgWait,medianWait,numberOfPickups,avgPoolingDelay,numberOfPooledPickups
18,379.0,239.0,239.0,4,0,0
9,488.0,80.0,80.0,5,0,0
10,379.0,299.0,299.0,2,0,0
14,379.0,194.0,194.0,1,0,0
10,477.0,236.0,236.0,7,0,0
17,322.0,127.33333333333333,110.0,3,0,0
17,368.0,263.6666666666667,327.0,3,0,0
18,368.0,175.0,175.0,2,0,0
15,322.0,160.0,160.0,3,0,0
14,368.0,237.0,237.0,1,0,0
15,368.0,104.0,104.0,2,0,0
13,420.0,256.0,256.0,5,0,0
7,379.0,347.0,347.0,2,0,0
8,379.0,278.3333333333333,160.0,3,0,0
16,311.0,187.0,187.0,2,0,0
17,311.0,279.75,282.5,4,0,0
12,311.0,271.8,281.0,5,0,0
11,311.0,190.75,196.0,4,0,0
14,311.0,187.0,187.0,1,0,0
8,420.0,477.0,477.0,1,0,0
19,311.0,167.0,167.0,2,0,0
7,420.0,94.0,94.0,1,0,0
7,368.0,104.0,104.0,1,0,0
8,368.0,102.5,102.5,2,0,0
10,248.0,616.0,616.0,2,0,0
16,346.0,135.63636363636363,149.0,11,0,0
16,300.0,181.78947368421052,184.0,19,0,0
15,346.0,317.0,317.0,1,0,0
18,300.0,184.0,184.0,4,0,0
17,300.0,175.6,184.0,10,0,0
12,346.0,116.0,116.0,1,0,0
12,300.0,234.46153846153845,184.0,13,0,0
11,346.0,179.0,179.0,1,0,0
11,300.0,342.4,304.0,5,0,0
14,300.0,623.5714285714286,792.0,14,0,0
13,300.0,184.0,184.0,1,0,0
20,346.0,274.0,274.0,2,0,0
19,346.0,100.0,100.0,1,0,0
18,346.0,100.0,100.0,6,0,0
17,346.0,414.75,352.0,12,0,0
8,311.0,200.0,200.0,1,0,0
10,311.0,160.25,167.0,4,0,0
15,335.0,51.333333333333336,51.0,3,0,0
16,335.0,67.0952380952381,68.0,21,0,0
13,335.0,54.75,51.0,4,0,0
14,335.0,58.25,60.0,4,0,0
11,335.0,58.888888888888886,60.0,9,0,0
9,335.0,165.33333333333334,200.0,3,0,0
19,335.0,79.5,64.0,20,0,0
17,335.0,133.12,82.0,25,0,0
18,335.0,64.0,64.0,2,0,0
14,479.0,154.0,154.0,2,0,0
15,479.0,154.0,154.0,9,0,0
12,479.0,317.85714285714283,272.0,7,0,0
10,479.0,218.08333333333334,181.0,12,0,0
11,479.0,331.90909090909093,370.0,11,0,0
8,479.0,1116.3684210526317,1107.0,57,0,0
9,479.0,374.55,346.0,20,0,0
8,300.0,237.33333333333334,168.0,6,0,0
7,300.0,529.875,304.0,8,0,0
9,300.0,304.0,304.0,1,0,0
18,479.0,271.77777777777777,308.0,27,0,0
16,479.0,227.25,232.0,8,0,0
17,479.0,366.53846153846155,250.0,13,0,0
15,324.0,95.5,95.5,4,0,0
13,324.0,215.57142857142858,201.0,14,0,0
11,324.0,85.0,85.0,1,0,0
12,324.0,47.0,47.0,1,0,0
6,479.0,276.0,276.0,2,0,0
7,479.0,821.5,863.5,4,0,0
8,433.0,204.0,204.0,1,0,0
17,324.0,159.0,132.0,3,0,0
18,324.0,60.333333333333336,48.0,3,0,0
16,422.0,202.0,202.0,1,0,0
17,422.0,407.77777777777777,251.0,9,0,0
10,422.0,401.5,401.5,2,0,0
13,422.0,202.0,202.0,3,0,0
7,335.0,200.0,200.0,1,0,0
8,335.0,98.0,64.0,4,0,0
18,422.0,496.0,496.0,3,0,0
12,359.0,242.0,242.0,2,0,0
11,359.0,75.0,88.0,3,0,0
10,359.0,48.0,48.0,41,0,0
