Revenue,Hour
0.0,0
0.0,1
0.0,2
0.0,3
0.0,4
0.0,5
61.3,6
5241.9,7
13137.54,8
1866.08,9
3216.47,10
2541.56,11
4218.56,12
2291.87,13
2987.39,14
4586.03,15
5730.32,16
21626.97,17
9282.12,18
3927.45,19
1548.7,20
0.0,21
0.0,22
0.0,23
0.0,24
0.0,25
0.0,26
0.0,27
0.0,28
0.0,29
0.0,30

