time,x,y,expectedMaximumUtility
23978.0,678932.9705187016,4820182.747775579,NaN
23963.0,686785.1813579041,4820234.904870502,NaN
24088.0,686538.7787868246,4819765.556235762,NaN
24503.0,685835.7607000965,4819146.248423481,NaN
24545.0,685111.7600038933,4819420.765347912,NaN
24503.0,685835.7607000965,4819146.248423481,NaN
25099.0,685251.249373564,4820866.449954784,NaN
25099.0,685296.5727123538,4820176.381877345,NaN
25037.0,679182.3938214105,4819568.748950316,NaN
25037.0,679182.3938214105,4819568.748950316,NaN
25301.0,682191.6162833526,4819873.773560673,NaN
25536.0,687155.8658549336,4823019.228100281,NaN
25544.0,681956.9059169178,4820859.81647663,NaN
25546.0,685835.7607000965,4819146.248423481,NaN
25536.0,687155.8658549336,4823019.228100281,NaN
25685.0,678532.7201318203,4821087.970644068,NaN
25685.0,678532.7201318203,4821087.970644068,NaN
25685.0,678532.7201318203,4821087.970644068,NaN
25685.0,678532.7201318203,4821087.970644068,NaN
25685.0,678532.7201318203,4821087.970644068,NaN
25685.0,678532.7201318203,4821087.970644068,NaN
25685.0,678532.7201318203,4821087.970644068,NaN
25685.0,678532.7201318203,4821087.970644068,NaN
25685.0,678532.7201318203,4821087.970644068,NaN
25685.0,678532.7201318203,4821087.970644068,NaN
25685.0,678532.7201318203,4821087.970644068,NaN
25685.0,678532.7201318203,4821087.970644068,NaN
25685.0,678532.7201318203,4821087.970644068,NaN
25685.0,678532.7201318203,4821087.970644068,NaN
25685.0,678532.7201318203,4821087.970644068,NaN
25787.0,678961.7867237206,4819763.383709328,NaN
25801.0,679635.5604789364,4819582.059135532,NaN
25685.0,678532.7201318203,4821087.970644068,NaN
25685.0,678532.7201318203,4821087.970644068,NaN
25712.0,681035.4027391644,4824633.764066362,NaN
25685.0,678532.7201318203,4821087.970644068,NaN
25685.0,678532.7201318203,4821087.970644068,NaN
25685.0,678532.7201318203,4821087.970644068,NaN
25685.0,678532.7201318203,4821087.970644068,NaN
25814.0,683955.330961304,4821315.05729261,NaN
25814.0,683955.330961304,4821315.05729261,NaN
25860.0,681762.7014635168,4820665.786153483,NaN
25926.0,686722.0926751774,4822189.781521668,NaN
25857.0,686916.4413352539,4820439.695033641,NaN
25857.0,686916.4413352539,4820439.695033641,NaN
25857.0,686916.4413352539,4820439.695033641,NaN
25857.0,686916.4413352539,4820439.695033641,NaN
25857.0,686916.4413352539,4820439.695033641,NaN
25857.0,686916.4413352539,4820439.695033641,NaN
25857.0,686916.4413352539,4820439.695033641,NaN
25857.0,686916.4413352539,4820439.695033641,NaN
26061.0,678961.7867237206,4819763.383709328,NaN
26054.0,681035.4027391644,4824633.764066362,NaN
26116.0,678560.7591746618,4819951.33614322,NaN
26116.0,678560.7591746618,4819951.33614322,NaN
26116.0,678560.7591746618,4819951.33614322,NaN
26116.0,678560.7591746618,4819951.33614322,NaN
26116.0,678560.7591746618,4819951.33614322,NaN
26116.0,678560.7591746618,4819951.33614322,NaN
26116.0,678560.7591746618,4819951.33614322,NaN
26116.0,678560.7591746618,4819951.33614322,NaN
26116.0,678560.7591746618,4819951.33614322,NaN
26116.0,678550.4004334029,4820273.292238198,NaN
26116.0,678560.7591746618,4819951.33614322,NaN
26116.0,678560.7591746618,4819951.33614322,NaN
26116.0,678560.7591746618,4819951.33614322,NaN
26116.0,678560.7591746618,4819951.33614322,NaN
26116.0,678560.7591746618,4819951.33614322,NaN
26116.0,678560.7591746618,4819951.33614322,NaN
26116.0,678560.7591746618,4819951.33614322,NaN
26116.0,678560.7591746618,4819951.33614322,NaN
26116.0,678560.7591746618,4819951.33614322,NaN
26116.0,678560.7591746618,4819951.33614322,NaN
26116.0,678560.7591746618,4819951.33614322,NaN
26116.0,678550.4004334029,4820273.292238198,NaN
26116.0,678560.7591746618,4819951.33614322,NaN
26123.0,683050.0040793142,4823943.089879923,NaN
26124.0,685443.6187710294,4823781.953039331,NaN
26129.0,686287.7365356504,4824612.441144714,NaN
26123.0,683050.0040793142,4823943.089879923,NaN
26116.0,678560.7591746618,4819951.33614322,NaN
26116.0,678560.7591746618,4819951.33614322,NaN
26120.0,681700.1773829623,4819440.969367791,NaN
26120.0,681700.1773829623,4819440.969367791,NaN
26120.0,681700.1773829623,4819440.969367791,NaN
26120.0,681700.1773829623,4819440.969367791,NaN
26120.0,681700.1773829623,4819440.969367791,NaN
26116.0,678550.4004334029,4820273.292238198,NaN
26169.0,682492.4558450283,4823094.439277583,NaN
26120.0,681700.1773829623,4819440.969367791,NaN
26120.0,681700.1773829623,4819440.969367791,NaN
26120.0,681700.1773829623,4819440.969367791,NaN
26120.0,681700.1773829623,4819440.969367791,NaN
26120.0,681700.1773829623,4819440.969367791,NaN
26120.0,681700.1773829623,4819440.969367791,NaN
26120.0,681700.1773829623,4819440.969367791,NaN
26120.0,681700.1773829623,4819440.969367791,NaN
26120.0,681700.1773829623,4819440.969367791,NaN
26120.0,681700.1773829623,4819440.969367791,NaN
26120.0,681700.1773829623,4819440.969367791,NaN
26120.0,681700.1773829623,4819440.969367791,NaN
26120.0,681700.1773829623,4819440.969367791,NaN
26120.0,681700.1773829623,4819440.969367791,NaN
26120.0,681700.1773829623,4819440.969367791,NaN
26120.0,681700.1773829623,4819440.969367791,NaN
26120.0,681700.1773829623,4819440.969367791,NaN
26120.0,681700.1773829623,4819440.969367791,NaN
26120.0,681700.1773829623,4819440.969367791,NaN
26120.0,681700.1773829623,4819440.969367791,NaN
26120.0,681700.1773829623,4819440.969367791,NaN
26120.0,681700.1773829623,4819440.969367791,NaN
26120.0,681700.1773829623,4819440.969367791,NaN
26120.0,681700.1773829623,4819440.969367791,NaN
26120.0,681700.1773829623,4819440.969367791,NaN
26120.0,681700.1773829623,4819440.969367791,NaN
26120.0,681700.1773829623,4819440.969367791,NaN
26120.0,681700.1773829623,4819440.969367791,NaN
26120.0,681700.1773829623,4819440.969367791,NaN
26120.0,681700.1773829623,4819440.969367791,NaN
26120.0,681700.1773829623,4819440.969367791,NaN
26120.0,681700.1773829623,4819440.969367791,NaN
26120.0,681700.1773829623,4819440.969367791,NaN
26120.0,681700.1773829623,4819440.969367791,NaN
26120.0,681700.1773829623,4819440.969367791,NaN
26120.0,681700.1773829623,4819440.969367791,NaN
26120.0,681700.1773829623,4819440.969367791,NaN
26120.0,681700.1773829623,4819440.969367791,NaN
26120.0,681700.1773829623,4819440.969367791,NaN
26120.0,681700.1773829623,4819440.969367791,NaN
26120.0,681700.1773829623,4819440.969367791,NaN
26120.0,681700.1773829623,4819440.969367791,NaN
26120.0,681700.1773829623,4819440.969367791,NaN
26167.0,686785.1813579041,4820234.904870502,NaN
26120.0,681700.1773829623,4819440.969367791,NaN
26120.0,681700.1773829623,4819440.969367791,NaN
26120.0,681700.1773829623,4819440.969367791,NaN
26167.0,686785.1813579041,4820234.904870502,NaN
26120.0,681700.1773829623,4819440.969367791,NaN
26167.0,686785.1813579041,4820234.904870502,NaN
26243.0,678961.7867237206,4819763.383709328,NaN
26256.0,678539.9819111174,4820733.906570639,NaN
26256.0,678539.9819111174,4820733.906570639,NaN
26256.0,678539.9819111174,4820733.906570639,NaN
26256.0,678539.9819111174,4820733.906570639,NaN
26256.0,678539.9819111174,4820733.906570639,NaN
26256.0,678539.9819111174,4820733.906570639,NaN
26256.0,678539.9819111174,4820733.906570639,NaN
26243.0,678961.7867237206,4819763.383709328,NaN
26256.0,678539.9819111174,4820733.906570639,NaN
26256.0,678539.9819111174,4820733.906570639,NaN
26256.0,678539.9819111174,4820733.906570639,NaN
26256.0,678539.9819111174,4820733.906570639,NaN
26256.0,678539.9819111174,4820733.906570639,NaN
26256.0,678539.9819111174,4820733.906570639,NaN
26263.0,681700.1773829623,4819440.969367791,NaN
26256.0,678539.9819111174,4820733.906570639,NaN
26263.0,681700.1773829623,4819440.969367791,NaN
26256.0,678539.9819111174,4820733.906570639,NaN
26263.0,681700.1773829623,4819440.969367791,NaN
26263.0,681700.1773829623,4819440.969367791,NaN
26263.0,681700.1773829623,4819440.969367791,NaN
26263.0,681700.1773829623,4819440.969367791,NaN
26263.0,681700.1773829623,4819440.969367791,NaN
26263.0,681700.1773829623,4819440.969367791,NaN
26263.0,681700.1773829623,4819440.969367791,NaN
26263.0,681700.1773829623,4819440.969367791,NaN
26263.0,681700.1773829623,4819440.969367791,NaN
26263.0,681700.1773829623,4819440.969367791,NaN
26263.0,681700.1773829623,4819440.969367791,NaN
26263.0,681913.4526384207,4819323.625287586,NaN
26263.0,681700.1773829623,4819440.969367791,NaN
26263.0,681700.1773829623,4819440.969367791,NaN
26263.0,681700.1773829623,4819440.969367791,NaN
26263.0,681700.1773829623,4819440.969367791,NaN
26263.0,681700.1773829623,4819440.969367791,NaN
26263.0,681700.1773829623,4819440.969367791,NaN
26263.0,681700.1773829623,4819440.969367791,NaN
26263.0,681700.1773829623,4819440.969367791,NaN
26263.0,681700.1773829623,4819440.969367791,NaN
26263.0,681700.1773829623,4819440.969367791,NaN
26263.0,681700.1773829623,4819440.969367791,NaN
26263.0,681700.1773829623,4819440.969367791,NaN
26263.0,681700.1773829623,4819440.969367791,NaN
26263.0,681700.1773829623,4819440.969367791,NaN
26263.0,681700.1773829623,4819440.969367791,NaN
26263.0,681700.1773829623,4819440.969367791,NaN
26263.0,681700.1773829623,4819440.969367791,NaN
26294.0,678634.4380082865,4819578.959485991,NaN
26283.0,687254.0434649674,4825583.856429558,NaN
26294.0,678634.4380082865,4819578.959485991,NaN
26294.0,678634.4380082865,4819578.959485991,NaN
26294.0,678634.4380082865,4819578.959485991,NaN
26270.0,680891.4226989842,4822646.066895973,NaN
26294.0,678634.4380082865,4819578.959485991,NaN
26294.0,678634.4380082865,4819578.959485991,NaN
26294.0,678634.4380082865,4819578.959485991,NaN
26294.0,678634.4380082865,4819578.959485991,NaN
26294.0,678634.4380082865,4819578.959485991,NaN
26294.0,678634.4380082865,4819578.959485991,NaN
26294.0,678634.4380082865,4819578.959485991,NaN
26294.0,678634.4380082865,4819578.959485991,NaN
26294.0,678634.4380082865,4819578.959485991,NaN
26294.0,678634.4380082865,4819578.959485991,NaN
26294.0,678634.4380082865,4819578.959485991,NaN
26294.0,678634.4380082865,4819578.959485991,NaN
26294.0,678634.4380082865,4819578.959485991,NaN
26294.0,678634.4380082865,4819578.959485991,NaN
26294.0,678560.7591746618,4819951.33614322,NaN
26294.0,678634.4380082865,4819578.959485991,NaN
26294.0,678634.4380082865,4819578.959485991,NaN
26294.0,678634.4380082865,4819578.959485991,NaN
26294.0,678634.4380082865,4819578.959485991,NaN
26294.0,678634.4380082865,4819578.959485991,NaN
26294.0,678634.4380082865,4819578.959485991,NaN
26294.0,678634.4380082865,4819578.959485991,NaN
26294.0,678634.4380082865,4819578.959485991,NaN
26294.0,678634.4380082865,4819578.959485991,NaN
26294.0,678634.4380082865,4819578.959485991,NaN
26294.0,678634.4380082865,4819578.959485991,NaN
26294.0,678634.4380082865,4819578.959485991,NaN
26294.0,678634.4380082865,4819578.959485991,NaN
26294.0,678634.4380082865,4819578.959485991,NaN
26294.0,678634.4380082865,4819578.959485991,NaN
26294.0,678634.4380082865,4819578.959485991,NaN
26294.0,678634.4380082865,4819578.959485991,NaN
26294.0,678634.4380082865,4819578.959485991,NaN
