time,x,y,expectedMaximumUtility
26294.0,678634.4380082865,4819578.959485991,NaN
26294.0,678634.4380082865,4819578.959485991,NaN
26294.0,678634.4380082865,4819578.959485991,NaN
26294.0,678634.4380082865,4819578.959485991,NaN
26294.0,678634.4380082865,4819578.959485991,NaN
26294.0,678634.4380082865,4819578.959485991,NaN
26294.0,678634.4380082865,4819578.959485991,NaN
26294.0,678634.4380082865,4819578.959485991,NaN
26294.0,678634.4380082865,4819578.959485991,NaN
26294.0,678634.4380082865,4819578.959485991,NaN
26294.0,678634.4380082865,4819578.959485991,NaN
26294.0,678634.4380082865,4819578.959485991,NaN
26294.0,678634.4380082865,4819578.959485991,NaN
26294.0,678634.4380082865,4819578.959485991,NaN
26294.0,678634.4380082865,4819578.959485991,NaN
26294.0,678560.7591746618,4819951.33614322,NaN
26294.0,678634.4380082865,4819578.959485991,NaN
26294.0,678634.4380082865,4819578.959485991,NaN
26294.0,678634.4380082865,4819578.959485991,NaN
26294.0,678634.4380082865,4819578.959485991,NaN
26294.0,678634.4380082865,4819578.959485991,NaN
26294.0,678634.4380082865,4819578.959485991,NaN
26294.0,678634.4380082865,4819578.959485991,NaN
26294.0,678634.4380082865,4819578.959485991,NaN
26294.0,678634.4380082865,4819578.959485991,NaN
26294.0,678634.4380082865,4819578.959485991,NaN
26294.0,678634.4380082865,4819578.959485991,NaN
26294.0,678634.4380082865,4819578.959485991,NaN
26294.0,678634.4380082865,4819578.959485991,NaN
26294.0,678634.4380082865,4819578.959485991,NaN
26294.0,678634.4380082865,4819578.959485991,NaN
26294.0,678634.4380082865,4819578.959485991,NaN
26294.0,678634.4380082865,4819578.959485991,NaN
26294.0,678634.4380082865,4819578.959485991,NaN
26294.0,678634.4380082865,4819578.959485991,NaN
26294.0,678634.4380082865,4819578.959485991,NaN
26294.0,678634.4380082865,4819578.959485991,NaN
26294.0,678634.4380082865,4819578.959485991,NaN
26294.0,678634.4380082865,4819578.959485991,NaN
26294.0,678634.4380082865,4819578.959485991,NaN
26294.0,678634.4380082865,4819578.959485991,NaN
26294.0,678634.4380082865,4819578.959485991,NaN
26294.0,678634.4380082865,4819578.959485991,NaN
26294.0,678634.4380082865,4819578.959485991,NaN
26294.0,678634.4380082865,4819578.959485991,NaN
26294.0,678634.4380082865,4819578.959485991,NaN
26294.0,678634.4380082865,4819578.959485991,NaN
26294.0,678634.4380082865,4819578.959485991,NaN
26294.0,678634.4380082865,4819578.959485991,NaN
26294.0,678634.4380082865,4819578.959485991,NaN
26294.0,678634.4380082865,4819578.959485991,NaN
26294.0,678634.4380082865,4819578.959485991,NaN
26294.0,678634.4380082865,4819578.959485991,NaN
26294.0,678634.4380082865,4819578.959485991,NaN
26294.0,678634.4380082865,4819578.959485991,NaN
26294.0,678634.4380082865,4819578.959485991,NaN
26294.0,678634.4380082865,4819578.959485991,NaN
26294.0,678634.4380082865,4819578.959485991,NaN
26294.0,678634.4380082865,4819578.959485991,NaN
26294.0,678634.4380082865,4819578.959485991,NaN
26294.0,678634.4380082865,4819578.959485991,NaN
26294.0,678634.4380082865,4819578.959485991,NaN
26294.0,678634.4380082865,4819578.959485991,NaN
26294.0,678634.4380082865,4819578.959485991,NaN
26294.0,678634.4380082865,4819578.959485991,NaN
26294.0,678634.4380082865,4819578.959485991,NaN
26294.0,678634.4380082865,4819578.959485991,NaN
26294.0,678634.4380082865,4819578.959485991,NaN
26294.0,678634.4380082865,4819578.959485991,NaN
26294.0,678634.4380082865,4819578.959485991,NaN
26294.0,678634.4380082865,4819578.959485991,NaN
26294.0,678634.4380082865,4819578.959485991,NaN
26294.0,678634.4380082865,4819578.959485991,NaN
26342.0,680926.009384516,4821433.309925658,NaN
26314.0,682069.9116121556,4822881.778757034,NaN
26345.0,678836.3404937158,4819560.309909762,NaN
26294.0,678634.4380082865,4819578.959485991,NaN
26263.0,681700.1773829623,4819440.969367791,NaN
26294.0,678634.4380082865,4819578.959485991,NaN
26263.0,681700.1773829623,4819440.969367791,NaN
26294.0,678634.4380082865,4819578.959485991,NaN
26294.0,678634.4380082865,4819578.959485991,NaN
26294.0,678634.4380082865,4819578.959485991,NaN
26294.0,678634.4380082865,4819578.959485991,NaN
26294.0,678634.4380082865,4819578.959485991,NaN
26294.0,678634.4380082865,4819578.959485991,NaN
26294.0,678634.4380082865,4819578.959485991,NaN
26294.0,678634.4380082865,4819578.959485991,NaN
26294.0,678634.4380082865,4819578.959485991,NaN
26294.0,678634.4380082865,4819578.959485991,NaN
26294.0,678634.4380082865,4819578.959485991,NaN
26418.0,678874.4198006052,4822983.259052203,NaN
26442.0,685785.8577075116,4824598.8513953965,NaN
26418.0,682769.8049425252,4821283.760939345,NaN
26418.0,682769.8049425252,4821283.760939345,NaN
26418.0,682769.8049425252,4821283.760939345,NaN
26572.0,685479.7888210663,4824288.3948276965,NaN
26562.0,683968.5367970825,4827873.717328262,NaN
26575.0,682408.3946696047,4820876.531815402,NaN
26554.0,686410.9069963663,4823808.855647249,NaN
26577.0,678869.4530816835,4823387.122197691,NaN
26598.0,687139.8524314816,4823828.786399714,NaN
26598.0,687139.8524314816,4823828.786399714,NaN
26598.0,687139.8524314816,4823828.786399714,NaN
26588.0,679635.5604789364,4819582.059135532,NaN
26595.0,682163.7843905713,4820662.317177766,NaN
26598.0,687139.8524314816,4823828.786399714,NaN
26598.0,687139.8524314816,4823828.786399714,NaN
26598.0,687139.8524314816,4823828.786399714,NaN
26598.0,687139.8524314816,4823828.786399714,NaN
26598.0,687139.8524314816,4823828.786399714,NaN
26598.0,687139.8524314816,4823828.786399714,NaN
26598.0,687139.8524314816,4823828.786399714,NaN
26598.0,687139.8524314816,4823828.786399714,NaN
26600.0,684979.5191221947,4820842.870690849,NaN
26618.0,687254.0434649674,4825583.856429558,NaN
26598.0,687139.8524314816,4823828.786399714,NaN
26618.0,687254.0434649674,4825583.856429558,NaN
26618.0,687254.0434649674,4825583.856429558,NaN
26598.0,687139.8524314816,4823828.786399714,NaN
26598.0,687139.8524314816,4823828.786399714,NaN
26616.0,678869.4530816835,4823387.122197691,NaN
26618.0,687254.0434649674,4825583.856429558,NaN
26618.0,687254.0434649674,4825583.856429558,NaN
26618.0,687254.0434649674,4825583.856429558,NaN
26618.0,687254.0434649674,4825583.856429558,NaN
26618.0,687254.0434649674,4825583.856429558,NaN
26618.0,687254.0434649674,4825583.856429558,NaN
26547.0,678932.9705187016,4820182.747775579,NaN
26562.0,683968.5367970825,4827873.717328262,NaN
26552.0,678961.7867237206,4819763.383709328,NaN
26682.0,684763.2437820928,4823053.78874771,NaN
26690.0,686546.0058127802,4822372.480148856,NaN
26681.0,684381.2014009232,4820610.559831348,NaN
26703.0,684700.6607205691,4824978.32766436,NaN
26704.0,678932.9705187016,4820182.747775579,NaN
26715.0,678550.4004334029,4820273.292238198,NaN
26704.0,679472.4791509602,4819377.352450909,NaN
26715.0,678550.4004334029,4820273.292238198,NaN
26715.0,678550.4004334029,4820273.292238198,NaN
26758.0,681500.5658504588,4822464.674804393,NaN
26715.0,678550.4004334029,4820273.292238198,NaN
26764.0,680191.7161200659,4819128.917159656,NaN
26764.0,680191.7161200659,4819128.917159656,NaN
26764.0,680191.7161200659,4819128.917159656,NaN
26727.0,678932.9705187016,4820182.747775579,NaN
26764.0,680191.7161200659,4819128.917159656,NaN
26764.0,680191.7161200659,4819128.917159656,NaN
26764.0,680191.7161200659,4819128.917159656,NaN
26760.0,678555.5086191883,4820114.462859651,NaN
26760.0,678555.5086191883,4820114.462859651,NaN
26760.0,678555.5086191883,4820114.462859651,NaN
26760.0,678555.5086191883,4820114.462859651,NaN
26760.0,678555.5086191883,4820114.462859651,NaN
26760.0,678555.5086191883,4820114.462859651,NaN
26760.0,678555.5086191883,4820114.462859651,NaN
26760.0,678555.5086191883,4820114.462859651,NaN
26760.0,678555.5086191883,4820114.462859651,NaN
26760.0,678555.5086191883,4820114.462859651,NaN
26760.0,678555.5086191883,4820114.462859651,NaN
26760.0,678555.5086191883,4820114.462859651,NaN
26760.0,678555.5086191883,4820114.462859651,NaN
26760.0,678555.5086191883,4820114.462859651,NaN
26760.0,678555.5086191883,4820114.462859651,NaN
26760.0,678555.5086191883,4820114.462859651,NaN
26760.0,678555.5086191883,4820114.462859651,NaN
26760.0,678555.5086191883,4820114.462859651,NaN
26790.0,684246.4666799123,4823470.214825064,NaN
26796.0,678961.7867237206,4819763.383709328,NaN
26796.0,678961.7867237206,4819763.383709328,NaN
26790.0,686946.4246503292,4823823.486593021,NaN
26796.0,678961.7867237206,4819763.383709328,NaN
26760.0,678555.5086191883,4820114.462859651,NaN
26760.0,678555.5086191883,4820114.462859651,NaN
26760.0,678555.5086191883,4820114.462859651,NaN
26790.0,686946.4246503292,4823823.486593021,NaN
26790.0,686946.4246503292,4823823.486593021,NaN
26796.0,678961.7867237206,4819763.383709328,NaN
26790.0,686946.4246503292,4823823.486593021,NaN
26790.0,686946.4246503292,4823823.486593021,NaN
26790.0,686946.4246503292,4823823.486593021,NaN
26790.0,686946.4246503292,4823823.486593021,NaN
26790.0,686946.4246503292,4823823.486593021,NaN
26785.0,680543.4228817136,4822438.953321591,NaN
26704.0,679472.4791509602,4819377.352450909,NaN
26760.0,681773.0161902339,4820368.982401039,NaN
26710.0,681035.4027391644,4824633.764066362,NaN
26704.0,679472.4791509602,4819377.352450909,NaN
26831.0,686396.6616307617,4822998.771970158,NaN
26868.0,678565.8714101432,4819792.501386836,NaN
26868.0,678565.8714101432,4819792.501386836,NaN
26840.0,679635.5604789364,4819582.059135532,NaN
26868.0,678565.8714101432,4819792.501386836,NaN
26868.0,678565.8714101432,4819792.501386836,NaN
26868.0,678565.8714101432,4819792.501386836,NaN
26868.0,678565.8714101432,4819792.501386836,NaN
26868.0,678565.8714101432,4819792.501386836,NaN
26868.0,678565.8714101432,4819792.501386836,NaN
26868.0,678565.8714101432,4819792.501386836,NaN
26868.0,678565.8714101432,4819792.501386836,NaN
26868.0,678565.8714101432,4819792.501386836,NaN
26868.0,678565.8714101432,4819792.501386836,NaN
26868.0,678565.8714101432,4819792.501386836,NaN
26868.0,678565.8714101432,4819792.501386836,NaN
26868.0,678565.8714101432,4819792.501386836,NaN
26868.0,678565.8714101432,4819792.501386836,NaN
26857.0,679141.6143692238,4828111.13395977,NaN
26868.0,678565.8714101432,4819792.501386836,NaN
26868.0,678565.8714101432,4819792.501386836,NaN
26868.0,678565.8714101432,4819792.501386836,NaN
26916.0,679472.4791509602,4819377.352450909,NaN
26868.0,678565.8714101432,4819792.501386836,NaN
26868.0,678565.8714101432,4819792.501386836,NaN
26881.0,678932.9705187016,4820182.747775579,NaN
26916.0,686443.8511284933,4825753.639605946,NaN
26868.0,678565.8714101432,4819792.501386836,NaN
26916.0,686443.8511284933,4825753.639605946,NaN
26868.0,678565.8714101432,4819792.501386836,NaN
26916.0,679472.4791509602,4819377.352450909,NaN
26868.0,678565.8714101432,4819792.501386836,NaN
26868.0,678565.8714101432,4819792.501386836,NaN
26868.0,678565.8714101432,4819792.501386836,NaN
26868.0,678565.8714101432,4819792.501386836,NaN
26908.0,681762.7014635168,4820665.786153483,NaN
26868.0,678565.8714101432,4819792.501386836,NaN
26868.0,678565.8714101432,4819792.501386836,NaN
26868.0,678565.8714101432,4819792.501386836,NaN
26868.0,678565.8714101432,4819792.501386836,NaN
26868.0,678565.8714101432,4819792.501386836,NaN
26868.0,678565.8714101432,4819792.501386836,NaN
26868.0,678565.8714101432,4819792.501386836,NaN
26868.0,678565.8714101432,4819792.501386836,NaN
26868.0,678565.8714101432,4819792.501386836,NaN
26868.0,678565.8714101432,4819792.501386836,NaN
26868.0,678565.8714101432,4819792.501386836,NaN
26868.0,678565.8714101432,4819792.501386836,NaN
26868.0,678565.8714101432,4819792.501386836,NaN
26868.0,678565.8714101432,4819792.501386836,NaN
26868.0,678565.8714101432,4819792.501386836,NaN
26868.0,678565.8714101432,4819792.501386836,NaN
26868.0,678565.8714101432,4819792.501386836,NaN
26868.0,678565.8714101432,4819792.501386836,NaN
26868.0,678565.8714101432,4819792.501386836,NaN
26868.0,686520.4518532006,4823811.791258977,NaN
26868.0,678565.8714101432,4819792.501386836,NaN
26868.0,678565.8714101432,4819792.501386836,NaN
26937.0,681889.9029554575,4819396.582247013,NaN
26868.0,678565.8714101432,4819792.501386836,NaN
26868.0,678565.8714101432,4819792.501386836,NaN
26868.0,678565.8714101432,4819792.501386836,NaN
26868.0,678565.8714101432,4819792.501386836,NaN
26868.0,678565.8714101432,4819792.501386836,NaN
26868.0,678565.8714101432,4819792.501386836,NaN
26868.0,678565.8714101432,4819792.501386836,NaN
26868.0,678565.8714101432,4819792.501386836,NaN
26868.0,678565.8714101432,4819792.501386836,NaN
26868.0,678565.8714101432,4819792.501386836,NaN
26937.0,681889.9029554575,4819396.582247013,NaN
26937.0,681889.9029554575,4819396.582247013,NaN
26937.0,681889.9029554575,4819396.582247013,NaN
26868.0,678565.8714101432,4819792.501386836,NaN
26937.0,681889.9029554575,4819396.582247013,NaN
26868.0,678565.8714101432,4819792.501386836,NaN
26868.0,678565.8714101432,4819792.501386836,NaN
26868.0,678565.8714101432,4819792.501386836,NaN
26868.0,678565.8714101432,4819792.501386836,NaN
26937.0,681889.9029554575,4819396.582247013,NaN
26937.0,681889.9029554575,4819396.582247013,NaN
26937.0,681889.9029554575,4819396.582247013,NaN
26937.0,681889.9029554575,4819396.582247013,NaN
26937.0,681889.9029554575,4819396.582247013,NaN
26937.0,681889.9029554575,4819396.582247013,NaN
26868.0,678565.8714101432,4819792.501386836,NaN
26868.0,678565.8714101432,4819792.501386836,NaN
26937.0,681889.9029554575,4819396.582247013,NaN
26937.0,681889.9029554575,4819396.582247013,NaN
26937.0,681889.9029554575,4819396.582247013,NaN
26937.0,681889.9029554575,4819396.582247013,NaN
26937.0,681889.9029554575,4819396.582247013,NaN
26937.0,681889.9029554575,4819396.582247013,NaN
26937.0,681889.9029554575,4819396.582247013,NaN
26868.0,678565.8714101432,4819792.501386836,NaN
26868.0,678565.8714101432,4819792.501386836,NaN
26937.0,681889.9029554575,4819396.582247013,NaN
26937.0,681889.9029554575,4819396.582247013,NaN
26937.0,681889.9029554575,4819396.582247013,NaN
26868.0,678565.8714101432,4819792.501386836,NaN
26868.0,678565.8714101432,4819792.501386836,NaN
26868.0,678565.8714101432,4819792.501386836,NaN
26937.0,681889.9029554575,4819396.582247013,NaN
26868.0,678565.8714101432,4819792.501386836,NaN
26937.0,681889.9029554575,4819396.582247013,NaN
26868.0,678565.8714101432,4819792.501386836,NaN
26868.0,678565.8714101432,4819792.501386836,NaN
26937.0,681889.9029554575,4819396.582247013,NaN
26868.0,678565.8714101432,4819792.501386836,NaN
26868.0,678565.8714101432,4819792.501386836,NaN
26937.0,681889.9029554575,4819396.582247013,NaN
26868.0,678565.8714101432,4819792.501386836,NaN
26868.0,678565.8714101432,4819792.501386836,NaN
26868.0,678565.8714101432,4819792.501386836,NaN
26868.0,678565.8714101432,4819792.501386836,NaN
26868.0,678565.8714101432,4819792.501386836,NaN
26868.0,678565.8714101432,4819792.501386836,NaN
26868.0,678565.8714101432,4819792.501386836,NaN
26868.0,678565.8714101432,4819792.501386836,NaN
26868.0,678565.8714101432,4819792.501386836,NaN
26868.0,678565.8714101432,4819792.501386836,NaN
26868.0,678565.8714101432,4819792.501386836,NaN
26868.0,678565.8714101432,4819792.501386836,NaN
26868.0,678565.8714101432,4819792.501386836,NaN
26868.0,678565.8714101432,4819792.501386836,NaN
26868.0,678565.8714101432,4819792.501386836,NaN
26868.0,678565.8714101432,4819792.501386836,NaN
26868.0,678565.8714101432,4819792.501386836,NaN
26868.0,678565.8714101432,4819792.501386836,NaN
26868.0,678565.8714101432,4819792.501386836,NaN
26868.0,678565.8714101432,4819792.501386836,NaN
26868.0,678565.8714101432,4819792.501386836,NaN
26868.0,678565.8714101432,4819792.501386836,NaN
26868.0,678565.8714101432,4819792.501386836,NaN
26868.0,678565.8714101432,4819792.501386836,NaN
26868.0,678565.8714101432,4819792.501386836,NaN
26868.0,678565.8714101432,4819792.501386836,NaN
26868.0,678565.8714101432,4819792.501386836,NaN
26868.0,678565.8714101432,4819792.501386836,NaN
26868.0,678565.8714101432,4819792.501386836,NaN
26868.0,678565.8714101432,4819792.501386836,NaN
26868.0,678565.8714101432,4819792.501386836,NaN
26868.0,678565.8714101432,4819792.501386836,NaN
26868.0,678565.8714101432,4819792.501386836,NaN
26868.0,678565.8714101432,4819792.501386836,NaN
