Revenue,Hour
0.0,0
0.0,1
0.0,2
0.0,3
0.0,4
0.0,5
61.3,6
5568.17,7
11264.59,8
1780.41,9
2920.5,10
2731.57,11
4136.75,12
2328.04,13
3203.93,14
4783.84,15
5580.06,16
23434.73,17
12814.27,18
5059.94,19
1960.35,20
112.8,21
0.0,22
0.0,23
0.0,24
0.0,25
0.0,26
0.0,27
0.0,28
0.0,29
0.0,30

