timeBin,TAZ,avgWait,medianWait,numberOfPickups,avgPoolingDelay,numberOfPooledPickups
18,379.0,413.0,413.0,4,0,0
9,488.0,80.0,80.0,5,0,0
10,379.0,299.0,299.0,2,0,0
14,379.0,194.0,194.0,1,0,0
10,477.0,234.0,234.0,7,0,0
17,322.0,127.33333333333333,110.0,3,0,0
17,368.0,316.6666666666667,271.0,3,0,0
18,368.0,553.0,553.0,2,0,0
15,322.0,114.0,114.0,3,0,0
14,368.0,35.0,35.0,1,0,0
15,368.0,104.0,104.0,2,0,0
17,420.0,113.0,113.0,1,0,0
13,420.0,275.0,275.0,6,0,0
7,379.0,349.5,349.5,2,0,0
8,379.0,631.5,631.5,2,0,0
16,311.0,177.0,177.0,2,0,0
17,311.0,232.5,253.0,4,0,0
12,311.0,275.6,326.0,5,0,0
11,311.0,185.5,185.5,4,0,0
14,311.0,187.0,187.0,1,0,0
8,420.0,456.0,456.0,1,0,0
10,420.0,91.0,91.0,1,0,0
19,311.0,226.0,226.0,2,0,0
7,420.0,94.0,94.0,1,0,0
7,368.0,104.0,104.0,1,0,0
8,368.0,102.5,102.5,2,0,0
10,248.0,612.0,612.0,2,0,0
16,346.0,135.63636363636363,149.0,11,0,0
16,300.0,181.78947368421052,184.0,19,0,0
15,346.0,317.0,317.0,1,0,0
18,300.0,184.0,184.0,4,0,0
17,300.0,175.6,184.0,10,0,0
12,346.0,100.0,100.0,1,0,0
12,300.0,222.30769230769232,184.0,13,0,0
11,346.0,179.0,179.0,1,0,0
11,300.0,388.8,380.0,5,0,0
14,300.0,189.28571428571428,184.0,14,0,0
13,300.0,298.0,298.0,1,0,0
20,346.0,404.0,404.0,2,0,0
19,346.0,100.0,100.0,1,0,0
18,346.0,100.0,100.0,1,0,0
17,346.0,292.5,193.0,10,0,0
8,311.0,200.0,200.0,1,0,0
10,311.0,160.25,167.0,4,0,0
15,335.0,51.333333333333336,51.0,3,0,0
16,335.0,56.85,53.0,20,0,0
13,335.0,51.0,51.0,4,0,0
14,335.0,58.25,60.0,4,0,0
11,335.0,66.0,60.0,9,0,0
9,335.0,166.66666666666666,200.0,3,0,0
19,335.0,79.5,64.0,20,0,0
17,335.0,237.8,72.0,25,0,0
18,335.0,89.71428571428571,100.0,7,0,0
14,479.0,231.0,231.0,2,0,0
15,479.0,154.0,154.0,5,0,0
12,479.0,577.2,272.0,5,0,0
10,479.0,180.0,154.0,10,0,0
11,479.0,393.27272727272725,456.0,11,0,0
8,479.0,1213.469387755102,1193.0,49,0,0
9,479.0,522.1578947368421,308.0,19,0,0
8,300.0,204.0,168.0,5,0,0
7,300.0,470.42857142857144,304.0,7,0,0
9,300.0,304.0,304.0,1,0,0
18,479.0,231.71428571428572,232.0,14,0,0
16,479.0,205.0,232.0,13,0,0
17,479.0,985.3846153846154,232.0,13,0,0
15,324.0,108.0,108.0,4,0,0
13,324.0,218.0,201.0,12,0,0
11,324.0,85.0,85.0,1,0,0
12,324.0,47.0,47.0,1,0,0
6,479.0,276.0,276.0,2,0,0
7,479.0,725.3333333333334,522.0,3,0,0
8,433.0,527.0,527.0,1,0,0
17,324.0,139.66666666666666,142.0,3,0,0
18,324.0,60.333333333333336,48.0,3,0,0
16,422.0,202.0,202.0,1,0,0
17,422.0,569.5555555555555,234.0,9,0,0
10,422.0,212.5,212.5,2,0,0
13,422.0,202.0,202.0,3,0,0
7,335.0,200.0,200.0,1,0,0
8,335.0,101.75,64.0,4,0,0
18,422.0,924.0,924.0,3,0,0
12,359.0,226.0,226.0,2,0,0
11,359.0,101.0,100.0,3,0,0
10,359.0,48.0,48.0,41,0,0
8,359.0,218.0,187.0,3,0,0
7,422.0,312.0,312.0,2,0,0
9,422.0,202.0,202.0,1,0,0
19,359.0,88.0,88.0,3,0,0
17,359.0,158.0,103.5,4,0,0
16,359.0,152.0,152.0,1,0,0
7,324.0,108.0,108.0,1,0,0
8,324.0,103.5,96.5,4,0,0
14,302.0,68.85714285714286,67.0,7,0,0
14,348.0,158.0,158.0,4,0,0
16,302.0,105.6,80.0,5,0,0
10,348.0,172.0,172.0,47,0,0
8,348.0,100.25,74.0,4,0,0
12,302.0,68.0,68.0,12,0,0
7,348.0,179.0,179.0,1,0,0
11,302.0,56.0,56.0,1,0,0
19,348.0,73.0,73.0,2,0,0
18,302.0,83.71428571428571,68.0,7,0,0
18,348.0,180.0,180.0,2,0,0
17,348.0,248.8,122.0,5,0,0
17,302.0,309.75,223.0,4,0,0
16,348.0,62.0,62.0,8,0,0
19,302.0,317.0,317.0,2,0,0
13,446.0,313.3333333333333,414.0,3,0,0
12,446.0,274.0,355.0,3,0,0
15,446.0,243.0,243.0,8,0,0
8,446.0,535.8333333333334,570.0,6,0,0
7,231.0,715.2857142857143,927.0,7,0,0
8,231.0,1700.7692307692307,1909.0,13,0,0
9,231.0,496.6666666666667,658.0,3,0,0
11,231.0,174.0,174.0,3,0,0
12,231.0,174.0,174.0,3,0,0
16,375.0,257.0,257.0,1,0,0
8,340.0,304.0,304.0,1,0,0
7,340.0,348.0,348.0,2,0,0
19,409.0,135.2,132.0,5,0,0
18,409.0,179.8,132.0,5,0,0
17,409.0,371.3220338983051,161.0,59,0,0
14,364.0,84.0,84.0,1,0,0
17,364.0,44.0,44.0,1,0,0
19,364.0,82.0,82.0,2,0,0
20,462.0,1215.0,1215.0,1,0,0
21,462.0,725.0,725.0,4,0,0
7,375.0,239.5,239.5,2,0,0
18,462.0,233.1439393939394,147.0,132,0,0
8,375.0,336.0,336.0,4,0,0
19,462.0,340.625,117.0,32,0,0
8,409.0,250.625,245.0,8,0,0
16,462.0,96.58333333333333,47.5,24,0,0
7,409.0,207.57142857142858,195.0,7,0,0
17,462.0,626.964705882353,249.0,255,0,0
11,375.0,234.0,234.0,2,0,0
14,462.0,100.5,100.5,2,0,0
15,462.0,90.71875,79.0,32,0,0
12,409.0,204.83333333333334,219.0,6,0,0
14,231.0,148.0,148.0,1,0,0
11,409.0,190.33333333333334,187.0,9,0,0
10,409.0,180.0,156.0,6,0,0
9,409.0,145.33333333333334,132.0,3,0,0
17,231.0,174.0,174.0,6,0,0
16,409.0,102.5,94.0,4,0,0
15,409.0,147.5,147.5,2,0,0
14,409.0,130.57142857142858,132.0,7,0,0
13,409.0,168.2,193.0,5,0,0
18,353.0,60.2,38.0,5,0,0
17,353.0,180.85714285714286,92.0,7,0,0
14,353.0,40.0,40.0,2,0,0
13,353.0,92.0,92.0,2,0,0
12,462.0,74.78571428571429,46.0,14,0,0
13,462.0,101.47619047619048,83.0,42,0,0
10,462.0,67.0,58.0,8,0,0
11,462.0,142.28571428571428,187.0,14,0,0
8,462.0,83.5,83.5,2,0,0
9,462.0,62.0,62.0,2,0,0
19,451.0,183.0,183.0,2,0,0
18,451.0,28.0,28.0,3,0,0
14,451.0,362.0,362.0,3,0,0
16,451.0,110.0,50.0,3,0,0
17,244.0,400.0,400.0,2,0,0
11,451.0,338.0,338.0,5,0,0
10,451.0,550.0,550.0,3,0,0
13,451.0,164.0,164.0,2,0,0
7,451.0,147.0,147.0,1,0,0
14,440.0,734.0,734.0,2,0,0
17,440.0,72.0,72.0,2,0,0
16,440.0,588.0,588.0,3,0,0
8,353.0,92.0,92.0,1,0,0
17,331.0,198.0,198.0,1,0,0
13,331.0,94.0,94.0,2,0,0
11,377.0,120.0,120.0,9,0,0
13,377.0,232.0,232.0,1,0,0
16,377.0,311.0,311.0,2,0,0
17,377.0,226.39344262295083,230.0,61,0,0
10,268.0,597.0,597.0,12,0,0
14,268.0,223.0,223.0,2,0,0
17,268.0,130.0,130.0,1,0,0
17,320.0,267.8,218.5,20,0,0
16,320.0,291.0,291.0,1,0,0
13,320.0,115.0,115.0,1,0,0
15,366.0,62.0,62.0,2,0,0
17,366.0,407.5,107.0,4,0,0
8,377.0,170.5,170.5,2,0,0
9,377.0,234.0,234.0,9,0,0
10,377.0,635.0,635.0,1,0,0
12,331.0,94.0,94.0,2,0,0
10,331.0,164.0,164.0,1,0,0
7,331.0,100.0,100.0,3,0,0
8,331.0,296.0,296.0,2,0,0
17,355.0,207.25,247.0,4,0,0
16,355.0,161.0,161.0,1,0,0
15,355.0,42.0,42.0,3,0,0
14,355.0,89.0,89.0,1,0,0
13,355.0,168.33333333333334,208.0,3,0,0
12,355.0,101.33333333333333,42.0,3,0,0
11,355.0,42.0,42.0,2,0,0
17,453.0,457.03333333333336,309.0,30,0,0
16,453.0,726.0588235294117,1048.0,34,0,0
13,453.0,206.0,206.0,3,0,0
12,453.0,208.28571428571428,206.0,14,0,0
15,453.0,89.0,89.0,1,0,0
14,453.0,206.0,206.0,4,0,0
11,320.0,605.0,605.0,9,0,0
12,320.0,262.0,262.0,1,0,0
10,320.0,121.0,121.0,1,0,0
7,320.0,119.33333333333333,115.0,3,0,0
8,320.0,147.25,138.5,8,0,0
17,344.0,1219.0,1219.0,2,0,0
7,268.0,431.0,431.0,1,0,0
9,268.0,416.0,416.0,2,0,0
8,268.0,701.0,701.0,2,0,0
9,453.0,524.0,579.0,3,0,0
8,453.0,693.9245283018868,754.0,53,0,0
11,453.0,271.0,271.0,2,0,0
7,453.0,243.2,206.0,25,0,0
13,488.0,80.0,80.0,1,0,0
8,355.0,213.75,202.0,4,0,0
7,355.0,143.22222222222223,89.0,9,0,0
10,296.0,105.5,89.0,8,0,0
9,296.0,165.0,114.0,4,0,0
8,296.0,225.66666666666666,215.0,6,0,0
7,296.0,89.0,89.0,1,0,0
14,296.0,98.0,98.0,2,0,0
13,296.0,131.5,122.0,4,0,0
12,296.0,108.33333333333333,118.0,3,0,0
8,439.0,627.0,647.0,4,0,0
16,439.0,204.0,174.0,9,0,0
17,439.0,832.5,997.0,32,0,0
18,439.0,880.0,880.0,1,0,0
12,261.0,94.0,94.0,4,0,0
16,261.0,301.0,301.0,2,0,0
8,261.0,94.0,94.0,3,0,0
8,428.0,225.11111111111111,168.0,9,0,0
9,428.0,73.33333333333333,61.0,6,0,0
10,428.0,45.0,30.0,3,0,0
19,481.0,895.0,895.0,14,0,0
17,481.0,493.22222222222223,199.0,18,0,0
7,428.0,196.9090909090909,168.0,11,0,0
18,481.0,122.0,122.0,3,0,0
16,428.0,89.2,68.0,10,0,0
18,296.0,84.5,82.0,4,0,0
17,296.0,235.0909090909091,92.0,11,0,0
17,428.0,764.0,278.0,16,0,0
16,296.0,91.75,92.0,12,0,0
15,296.0,118.25,92.0,4,0,0
12,428.0,292.6666666666667,186.0,6,0,0
13,428.0,123.5,94.0,4,0,0
19,296.0,310.0,310.0,4,0,0
7,481.0,293.4017857142857,176.0,112,0,0
8,481.0,1536.7733333333333,1474.0,75,0,0
15,481.0,174.3125,176.0,32,0,0
16,481.0,763.6875,895.0,16,0,0
13,481.0,123.5,123.5,2,0,0
14,481.0,149.75,176.0,8,0,0
11,481.0,123.5,123.5,2,0,0
12,481.0,176.0,176.0,6,0,0
9,481.0,212.8181818181818,176.0,11,0,0
10,481.0,636.2105263157895,895.0,19,0,0
8,417.0,146.5,151.5,4,0,0
13,417.0,89.0,89.0,2,0,0
12,417.0,89.0,89.0,1,0,0
17,417.0,114.33333333333333,118.0,3,0,0
8,308.0,155.0,134.5,6,0,0
9,285.0,80.0,80.0,7,0,0
7,308.0,174.0,174.0,2,0,0
10,285.0,122.0,122.0,1,0,0
7,285.0,86.0,86.0,1,0,0
10,308.0,161.0,161.0,1,0,0
9,308.0,174.0,174.0,1,0,0
17,361.0,82.25,83.0,4,0,0
12,285.0,286.0,286.0,47,0,0
16,361.0,74.0,74.0,1,0,0
15,308.0,89.0,89.0,5,0,0
18,308.0,288.0,288.0,8,0,0
17,308.0,283.7,174.0,10,0,0
14,308.0,176.66666666666666,178.0,3,0,0
11,372.0,19.0,19.0,2,0,0
10,406.0,348.0,348.0,1,0,0
19,308.0,95.0,95.0,2,0,0
8,406.0,218.0,218.0,2,0,0
12,406.0,792.6666666666666,807.0,6,0,0
18,406.0,640.0,640.0,1,0,0
18,350.0,88.0,88.0,1,0,0
17,350.0,62.0,62.0,1,0,0
14,396.0,110.83333333333333,106.5,6,0,0
17,396.0,145.46153846153845,56.0,13,0,0
16,396.0,90.66666666666667,115.0,3,0,0
19,396.0,276.0,276.0,1,0,0
18,396.0,652.0,546.0,3,0,0
7,361.0,130.0,140.5,4,0,0
15,287.0,44.0,44.0,6,0,0
14,361.0,167.0,167.0,1,0,0
16,287.0,145.5,145.5,2,0,0
13,361.0,61.0,61.0,1,0,0
14,287.0,70.0,70.0,1,0,0
8,361.0,136.0,136.0,1,0,0
7,396.0,141.0,141.0,1,0,0
8,396.0,259.5,259.5,2,0,0
13,396.0,56.0,56.0,1,0,0
12,396.0,141.0,141.0,3,0,0
16,298.0,175.25,156.0,4,0,0
15,298.0,446.0,446.0,3,0,0
13,298.0,217.0,217.0,1,0,0
17,298.0,196.0,196.0,1,0,0
8,276.0,951.4444444444445,940.0,18,0,0
8,230.0,1106.0,1106.0,1,0,0
19,419.0,611.6363636363636,619.0,11,0,0
10,230.0,232.0,232.0,5,0,0
18,419.0,554.75,619.0,16,0,0
11,276.0,129.25,86.0,4,0,0
12,276.0,110.0,110.0,2,0,0
9,276.0,428.0,428.0,1,0,0
13,230.0,784.0,784.0,1,0,0
14,374.0,58.0,58.0,3,0,0
15,374.0,176.0,176.0,1,0,0
17,374.0,277.88461538461536,145.0,26,0,0
19,374.0,176.0,176.0,2,0,0
17,472.0,963.75,481.0,12,0,0
18,472.0,128.0,128.0,1,0,0
16,472.0,128.0,128.0,2,0,0
13,419.0,88.18181818181819,94.0,11,0,0
12,419.0,411.0,411.0,2,0,0
10,419.0,340.5,340.5,2,0,0
17,419.0,364.9646017699115,148.0,113,0,0
16,419.0,140.76,74.0,25,0,0
15,419.0,104.75,119.0,4,0,0
12,287.0,50.0,50.0,4,0,0
13,472.0,128.0,128.0,1,0,0
14,472.0,128.0,128.0,2,0,0
11,472.0,128.0,128.0,2,0,0
16,363.0,142.95,132.0,40,0,0
12,472.0,128.0,128.0,1,0,0
17,363.0,454.0,454.0,2,0,0
7,472.0,229.25862068965517,109.0,58,0,0
8,472.0,275.39285714285717,136.0,56,0,0
7,374.0,77.33333333333333,87.0,3,0,0
8,374.0,868.3333333333334,1083.0,9,0,0
9,408.0,89.0,89.0,1,0,0
10,374.0,58.0,58.0,2,0,0
17,461.0,801.375,277.0,16,0,0
8,408.0,341.45454545454544,386.0,11,0,0
18,461.0,272.67857142857144,226.0,28,0,0
7,408.0,289.3333333333333,275.0,3,0,0
15,461.0,59.0,59.0,33,0,0
13,374.0,58.0,58.0,2,0,0
16,461.0,59.0,59.0,11,0,0
15,230.0,232.0,232.0,5,0,0
15,276.0,538.0,538.0,2,0,0
16,276.0,259.0,259.0,1,0,0
17,230.0,358.0,232.0,4,0,0
14,276.0,230.0,230.0,2,0,0
17,408.0,108.0,89.0,3,0,0
16,408.0,178.0,178.0,2,0,0
17,276.0,1019.9166666666666,490.0,12,0,0
18,276.0,228.0,228.0,2,0,0
11,292.0,451.0,451.0,1,0,0
17,292.0,700.0,282.0,4,0,0
15,292.0,230.0,230.0,1,0,0
7,446.0,399.75,411.0,4,0,0
10,292.0,451.0,451.0,4,0,0
15,435.0,605.0,605.0,1,0,0
8,435.0,703.0,456.0,3,0,0
10,435.0,572.0,572.0,2,0,0
8,302.0,514.0,558.0,3,0,0
7,302.0,115.6,126.0,5,0,0
17,435.0,60.0,60.0,1,0,0
18,435.0,173.0,173.0,2,0,0
7,435.0,166.5,166.5,2,0,0
13,424.0,273.3333333333333,332.0,3,0,0
14,424.0,124.0,124.0,1,0,0
15,424.0,113.0,113.0,1,0,0
8,424.0,266.42857142857144,264.0,7,0,0
17,390.0,1092.0,1092.0,1,0,0
9,424.0,201.0,201.0,2,0,0
7,390.0,132.0,132.0,1,0,0
17,424.0,156.0,156.0,1,0,0
7,424.0,264.0,264.0,4,0,0
8,270.0,984.0,984.0,1,0,0
11,413.0,110.0,110.0,7,0,0
12,459.0,164.0,164.0,2,0,0
7,459.0,549.0,549.0,6,0,0
9,459.0,132.0,132.0,1,0,0
8,459.0,417.6,378.0,15,0,0
19,413.0,246.0,246.0,1,0,0
17,413.0,53.0,53.0,1,0,0
17,459.0,183.33333333333334,225.0,3,0,0
8,304.0,100.0,100.0,1,0,0
7,304.0,105.0,105.0,1,0,0
10,304.0,100.0,100.0,1,0,0
16,304.0,366.0,366.0,1,0,0
15,304.0,389.3333333333333,370.0,3,0,0
17,304.0,585.0,585.0,2,0,0
11,448.0,79.8,58.0,10,0,0
11,402.0,56.0,56.0,1,0,0
10,448.0,101.18181818181819,49.0,11,0,0
13,448.0,43.333333333333336,58.0,3,0,0
8,402.0,210.66666666666666,43.0,3,0,0
12,448.0,75.8,73.0,5,0,0
7,448.0,234.0,234.0,2,0,0
15,402.0,68.33333333333333,43.0,3,0,0
8,448.0,266.0,266.0,2,0,0
19,448.0,522.6551724137931,598.0,29,0,0
18,448.0,680.55,698.0,20,0,0
18,402.0,212.0,212.0,1,0,0
17,402.0,263.6,172.0,15,0,0
20,448.0,748.0,748.0,14,0,0
15,448.0,77.33333333333333,83.0,3,0,0
