Modes,Bin_0,Bin_1,Bin_2,Bin_3,Bin_4,Bin_5,Bin_6,Bin_7,Bin_8,Bin_9,Bin_10,Bin_11,Bin_12,Bin_13,Bin_14,Bin_15,Bin_16,Bin_17,Bin_18,Bin_19,Bin_20,Bin_21,Bin_22,Bin_23,Bin_24,Bin_25,Bin_26,Bin_27,
bus,0,0,0,0,0,9.744710215946077E7,7.594408244786823E9,1.0662470475351376E10,1.0830390312459211E10,1.0746430393905294E10,9.157038435684143E9,7.559483971020826E9,7.559483971020826E9,7.559483971020826E9,7.559483971020826E9,7.559483971020826E9,7.559483971020825E9,9.148875929241978E9,1.0746430393905293E10,1.064898329174583E10,8.768370804963943E9,7.1708163403006315E9,1.5544676844551606E9,0,0,0,0,0,
car,0,0,0,0,0,0,0,1.7401595262574617E7,1.9971228899194834E8,6345826.0563185215,1.4252795570967464E7,2491318.845405718,1.2624468167971317E7,1.2762520988205725E7,6725305.561627909,8142842.109875025,3.833016092535716E7,1.1828717911440145E7,9.701294603658034E7,0,0,0,0,0,0,0,0,0,
rideHail,0,0,0,0,0,0,3027784.516721927,1.587572919141602E9,6.6331530731704035E9,2.350136240363376E9,1.4197815195711105E9,1.4571743590183473E9,2.4549449633353014E9,1.2867186914089136E9,1.6437418056393905E9,1.2527947034702475E9,3.156276940548587E9,6.9553415762388525E9,1.2187607675626692E10,5.153186492447931E9,2.6007756196189213E9,2.808926697633315E8,1.366336841962155E7,0,0,0,0,0,
walk,0,0,0,0,0,0,317300.0649682451,7.268959487249267E8,1.8714578203045635E10,4.180466705214115E10,1.81461271126536E10,1.0825471965837698E10,7.906282770089867E9,1.1885987928396034E10,1.2230890790294586E10,1.0068998015097319E10,1.2956823924912714E10,2.1587865905411484E10,4.954219948718705E10,1.4808725609985628E10,1.1976897376680851E10,1.0387515588217796E9,1.905616236951085E7,0.0,0,0.0,0,0,
