WaitingTime(sec),Hour
0,1
0,2
0,3
0,4
0,5
0,6
916.0,7
236688.0,8
514449.0,9
37324.0,10
73686.0,11
48743.0,12
86894.0,13
47515.0,14
66085.0,15
142282.0,16
143055.0,17
931713.0,18
144616.0,19
95490.0,20
22929.0,21
2900.0,22
0,23
0,24
0,25
0,26
0,27
0,28
0,29
0,30
0,31
