TravelTimeMode\Hour,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
mixed_mode,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.7802674043338,69.98911198600175,75.61763351749539,97.52343096234308,81.41852459016394,75.47869822485207,73.46370468611848,70.68470319634703,79.08716356107661,82.70926225094237,73.16040416166467,68.86243842364533,76.26382113821138,64.93333333333334
ride_hail,0.0,0.0,0.0,0.0,0.0,0.0,22.27916666666667,19.2347687400319,23.96875,17.497810218978103,16.535544217687075,16.01858156028369,18.38631476050831,15.605531914893618,18.169926199261994,24.835942028985507,20.80967261904762,32.85852640367355,36.36018518518519,31.950062421972532,57.23866666666667,53.03333333333333
walk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.58641975308642,59.771324599708876,39.73009259259259,49.50063527653214,62.8416955017301,51.077642276422765,78.6816254416961,54.29643255295429,52.872762863534675,42.98034990791897,44.777287459486416,49.90499734183945,59.674497009244156,56.318333333333335,66.65,350.9
walk_transit,0.0,0.0,0.0,0.0,0.0,0.0,9.033333333333333,23.891514227642276,28.1391215526047,30.47815158546017,28.59278350515464,28.825588458618068,30.937459546925567,30.51154761904762,28.316930022573363,29.82943615257048,28.5612779060816,26.481024626209322,30.254782359679265,27.31877729257642,30.837585034013607,36.91875
