timeBin,TAZ,outboundParkingOverheadTime,inboundParkingOverheadTime,inboundParkingOverheadCost
7,emergency,11.25,1336.0,50.0
8,emergency,3.0,1880.3636363636363,50.0
9,emergency,0.0,2458.0,50.0
10,emergency,0.0,1607.0,50.0
11,emergency,0.0,0.0,0.0
12,emergency,0.0,742.0,50.0
13,emergency,0.0,702.0,50.0
14,emergency,0.0,1977.0,50.0
16,emergency,0.0,1383.6,50.0
17,emergency,0.0,1539.5,50.0
18,emergency,0.0,1362.0,50.0
