WaitingTime(sec),Hour
0,1
0,2
0,3
0,4
0,5
0,6
916.0,7
193619.0,8
526352.0,9
40317.0,10
100255.0,11
63345.0,12
150224.0,13
76374.0,14
72057.0,15
126934.0,16
126795.0,17
732723.0,18
128502.0,19
63443.0,20
23185.0,21
3264.0,22
0,23
0,24
0,25
0,26
0,27
0,28
0,29
0,30
0,31
