linkEfficiencyInPercentage,linkEfficiencyRounded,numberOfLinks
100.00000000000126,100,7
93.0871368070494,93,1
100.00000000000125,100,36
100.0000000000013,100,8
81.57903935177558,82,1
4.027528581453211,4,1
100.00000000000131,100,1
0.5859420773633304,1,1
100.00000000000135,100,4
6.87780411969096,7,1
7.3445465930896585,7,1
100.00000000000134,100,9
100.00000000000115,100,12
4.458729422207352,4,1
100.00000000000114,100,22
61.11223453544812,61,1
100.00000000000118,100,4
100.0000000000012,100,52
0.5296719855006439,1,1
100.00000000000122,100,12
7.2241390266405885,7,1
100.00000000000104,100,10
100.00000000000102,100,3
100.00000000000107,100,10
7.2082380043436505,7,1
100.0000000000011,100,3
1.4545483077786485,1,1
100.00000000000111,100,21
100.00000000000091,100,16
100.00000000000095,100,3
5.41352219071883,5,1
100.00000000000094,100,3
100.00000000000098,100,1
100.000000000001,100,5
100.0000000000017,100,32
100.00000000000175,100,4
100.00000000000173,100,3
1.1232690196325317,1,1
100.00000000000178,100,6
100.0000000000018,100,11
45.13714705540226,45,1
100.00000000000162,100,4
100.00000000000166,100,10
100.00000000000165,100,6
100.00000000000169,100,2
71.74487743456014,72,1
100.00000000000149,100,3
0.4980686001345106,0,1
1.5233871648320167,2,1
100.0000000000015,100,1
0.8281564675572102,1,1
100.00000000000155,100,36
14.364532398019584,14,1
100.00000000000153,100,7
100.00000000000158,100,3
100.00000000000138,100,3
65.95263896843969,66,1
0.33665771667294403,0,1
100.00000000000139,100,3
100.00000000000142,100,8
100.00000000000146,100,8
9.303936016918627,9,1
100.00000000000145,100,11
17.17616695306248,17,1
100.00000000000036,100,6
100.00000000000038,100,9
0.36500089638496325,0,1
13.539807901226386,14,1
100.0000000000004,100,10
100.00000000000044,100,7
100.00000000000043,100,1
100.00000000000024,100,1
100.00000000000023,100,23
100.00000000000027,100,9
2.11890403048609,2,1
5.677306870666933,6,1
100.00000000000028,100,1
76.32814026596716,76,1
1.9561041732950029,2,1
100.00000000000031,100,12
0.25813979413532656,0,1
100.00000000000013,100,5
64.27205633109992,64,1
100.00000000000011,100,7
98.88807504868744,99,1
100.00000000000016,100,4
0.22852749929009622,0,1
100.00000000000017,100,13
100.0000000000002,100,18
79.85418252982932,80,1
15.430247627325544,15,1
0.5588778619152925,1,1
100.0,100,151059
7.463614537627575,7,1
100.00000000000004,100,1
100.00000000000003,100,7883
100.00000000000007,100,7
1.5894655514530203,2,1
1.150608183646411,1,1
100.00000000000009,100,1
100.0000000000008,100,22
100.00000000000084,100,14
100.00000000000082,100,8
4.055725182078455,4,1
100.00000000000087,100,4
100.00000000000088,100,8
4.148815037144242,4,1
100.00000000000068,100,7
100.00000000000071,100,1
100.00000000000075,100,19
100.00000000000074,100,4
100.00000000000078,100,7
100.00000000000058,100,2
100.0000000000006,100,6
21.63525867498802,22,1
100.00000000000064,100,23
100.00000000000063,100,4
100.00000000000067,100,3
100.00000000000047,100,4
0.7641858236238394,1,1
4.722204523733761,5,1
100.00000000000048,100,34
9.60914916160329,10,1
100.00000000000051,100,4
100.00000000000055,100,13
100.00000000000054,100,4
67.52391620000151,68,1
100.00000000000308,100,1
2.5107623720290992,3,1
100.00000000000307,100,15
2.8689591609672114,3,1
100.00000000000311,100,1
1.7380108497313473,2,1
100.00000000000313,100,4
100.00000000000317,100,15
16.51710080371705,17,1
100.00000000000315,100,1
100.00000000000297,100,1
100.00000000000296,100,9
3.7466909217199267,4,1
63.645399558768524,64,1
100.000000000003,100,4
0.47090131943727104,0,1
0.7410980216944466,1,1
100.00000000000304,100,3
100.00000000000284,100,6
100.00000000000288,100,1
100.00000000000287,100,10
100.00000000000291,100,6
3.3996047303596693,3,1
100.00000000000293,100,8
100.00000000000273,100,5
100.00000000000277,100,4
100.00000000000276,100,5
100.0000000000028,100,6
100.0000000001192,100,2
100.00000000000281,100,8
100.00000000000352,100,2
6.117717209498551,6,1
100.00000000000355,100,2
3.599570879053593,4,1
100.0000000000036,100,29
100.00000000000358,100,6
100.00000000000362,100,10
44.2980186693004,44,1
100.00000000000342,100,5
11.91345109084051,12,1
100.00000000000348,100,18
100.00000000000347,100,2
100.00000000000351,100,7
100.00000000000331,100,8
0.42891550837072834,0,1
20.586907460390215,21,1
1.8132707396663215,2,1
100.00000000000333,100,10
100.00000000000335,100,2
100.0000000000034,100,24
64.65826666879096,65,1
100.00000000000338,100,16
100.0000000000032,100,1
1.347466510030892,1,1
100.00000000000323,100,3
100.00000000000324,100,24
0.34353943541168663,0,1
100.00000000000327,100,17
100.00000000000217,100,14
100.00000000000216,100,2
100.0000000000022,100,1
100.00000000000222,100,22
99.99999999988582,100,2
92.03098558312782,92,1
7.617080092182905,8,1
100.00000000000226,100,5
100.00000000000225,100,20
100.00000000000206,100,5
